Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
865,"C. Kremen, A. Merenlender",Landscapes that work for biodiversity and people,2018,Science,,https://www.semanticscholar.org/paper/74582315393f5f1e17ed39d4f8fdcdb27685cfa9,,1,2026-01-21 22:25:54,Review,10.1126/science.aau6020,0193-4511,,362.0,,,,865,108.13,433,2,8,"A nature-friendly matrix As the human population has grown, we have taken and modified more and more land, leaving less and less for nonhuman species. This is clearly unsustainable, and the amount of land we protect for nature needs to be increased and preserved. However, this still leaves vast regions of the world unprotected and modified. Such landscapes do not have to be a lost cause. Kremen and Merenlender review how biodiversity-based techniques can be used to manage most human-modified lands as “working landscapes.” These can provide for human needs and maintain biodiversity not just for ecosystem services but also for maintenance and persistence of nonhuman species. Science, this issue p. eaau6020 BACKGROUND Biodiversity is under siege, with greatly enhanced rates of local and global extinction and the decline of once-abundant species. Current rates of human-induced climate change and land use forecast the Anthropocene as one of the most devastating epochs for life on earth. How do we handle the Anthropocene’s triple challenge of preventing biodiversity loss, mitigating and adapting to climate change, and sustainably providing resources for a growing human population? The answer is in how we manage Earth’s “working lands”; that is, farms, forests, and rangelands. These lands must be managed both to complement the biodiversity conservation goals of protected areas and to maintain the diverse communities of organisms, from microbes to mammals, that contribute to producing food, materials, clean water, and healthy soils; sequestering greenhouse gases; and buffering extreme weather events, functions that are essential for all life on Earth. ADVANCES Protected areas are the cornerstone of biodiversity conservation. Although the total area of protected regions needs to be increased, parks will nonetheless continue to lose species if these areas are isolated from one another by inhospitable land uses and are faced with a rapidly changing climate. Further, many species, such as those that migrate, remain unprotected as they occupy lands outside of parks for all or portions of their life cycles. Lastly, protected-area effectiveness is greatly influenced by surrounding land management. “Working lands conservation” aims to support biodiversity while providing goods and services for humanity over the long term, assuring sustainability and resilience. By managing lands surrounding parks favorably, working lands can buffer protected areas from threats and connect them to one another. This approach complements protected areas by providing accessory habitats and resources for some species while facilitating dispersal and climate change adaptation for others. Further, by maintaining the biodiversity that supplies critical ecosystem services within working lands, these approaches ensure that the production of food, fiber, fuel, and timber can be sustained over the long run and be more resilient to extreme events, such as floods, droughts, hurricanes, and pest and disease outbreaks, which are becoming more frequent with climate change. A variety of biodiversity-based land management techniques can be used in working lands, including agroforestry, silvopasture, diversified farming, and ecosystem-based forest management, to ensure sustainable production of food and fiber. OUTLOOK The underlying principle of biodiversity-based management of working lands has been practiced since ancient times. Today, these systems have largely been replaced by unsustainable resource extraction, rather than serving as models that could be adapted to modern conditions. Although various regulatory, voluntary, and financial tools exist to promote sustainable land management, many barriers prevent individuals, communities, and corporations from adopting biodiversity-based practices, including deeply entrenched policy and market conditions that favor industrialized or extractive models of land use. Thus, uptake of these approaches has been patchy and slow and is not yet sufficient to create change at the temporal and spatial scales needed to face the triple Anthropocene threat. Biodiversity-based land management practices are knowledge- rather than technology-intensive. They are well adapted to empower local communities to manage their natural resources. One of the most exciting emerging trends is community-driven initiatives to manage working landscapes for conservation and sustainability. By linking up through grassroots organizations, social movements, and public-private partnerships, these initiatives can scale up to create collective impact and can demand changes in government policies to facilitate the conservation of working lands. Scientists and conservation practitioners can support these initiatives by engaging with the public, listening to alternative ways of knowing, and cocreating landscapes that work for biodiversity and people. Strawberry production in Central Coast, California. On the left, a homogeneous landscape of strawberry monoculture, including organic fields, supports fewer wild species then a diversified, organic farm (right) in the same region, which includes a small field of strawberry, surrounded by orchards, hedgerows, diverse vegetable crops, and natural habitats. The monoculture landscape creates barriers to wildlife dispersal, whereas the diversified landscape is more permeable. PHOTO: C. KREMEN How can we manage farmlands, forests, and rangelands to respond to the triple challenge of the Anthropocene—biodiversity loss, climate change, and unsustainable land use? When managed by using biodiversity-based techniques such as agroforestry, silvopasture, diversified farming, and ecosystem-based forest management, these socioeconomic systems can help maintain biodiversity and provide habitat connectivity, thereby complementing protected areas and providing greater resilience to climate change. Simultaneously, the use of these management techniques can improve yields and profitability more sustainably, enhancing livelihoods and food security. This approach to “working lands conservation” can create landscapes that work for nature and people. However, many socioeconomic challenges impede the uptake of biodiversity-based land management practices. Although improving voluntary incentives, market instruments, environmental regulations, and governance is essential to support working lands conservation, it is community action, social movements, and broad coalitions among citizens, businesses, nonprofits, and government agencies that have the power to transform how we manage land and protect the environment.",http://science.sciencemag.org/content/sci/362/6412/eaau6020.full.pdf,
537,"A. Olonisakin, T. A. Olusi","Epidemiology of Cryptosporidium sp. infection among free-range and intensive farm birds in Akure South LGA, Ondo State, Nigeria",2021,Bulletin of the National Research Centre,,https://www.semanticscholar.org/paper/73bafefef08dfd29a702c240ea43187cf7d46eb1,,9,2026-01-21 22:25:54,JournalArticle,10.1186/s42269-021-00632-9,1110-0591,,45.0,,,,537,107.4,269,2,5,"Cryptosporidium spp. is an intracellular zoonotic protozoan parasite that causes cryptosporidiosis, a diarrhoeal disease of humans and domestic animals. Transmission of Cryptosporidiosis to humans and other animals is by ingestion of oocysts of the parasite and as low as ten oocysts can cause clinical infections in otherwise healthy persons. The aim of this study is to investigate the prevalence of Cryptosporidiosis and compare the rate of infection between free range bird and poultry bird reared in Akure South LGA, Ondo State, Nigeria. The overall prevalence of Cryptosporidium reported in this study was 11.9%. Free-range birds show a higher prevalence rate 13.2% of Cryptosporidium oocysts than 10.9% in poultry birds. Aule recorded the highest prevalence of Cryptosporidium oocysts infection (16.1%) followed by Ipinsa (12.2%), Onigari (10%), and FUTA (8.1%). The highest prevalence 15.9% was recorded in broilers, while turkey showed no infection (0%) by Cryptosporidium. Semi-intensive system of farming was showed to be more susceptible to Cryptosporidium oocysts infection at 13.3% followed by the 12.6%, 10.3% in deep litter and battery cage. The female birds recorded higher Cryptosporidium oocysts infection (12.2%) than the male (11.6%). The study established the presence of Cryptosporidium oocysts infection among studied birds in Akure South LG of Ondo State, Nigeria.",https://bnrc.springeropen.com/track/pdf/10.1186/s42269-021-00632-9,
787,"J. C. Lenteren, K. Bolckmans, J. Köhl, W. Ravensberg, A. Urbaneja",Biological control using invertebrates and microorganisms: plenty of new opportunities,2018,BioControl,,https://www.semanticscholar.org/paper/bbe5d878bb4bcc5b77ab2cf3ff433c34aadfe69b,,3,2026-01-21 22:25:54,JournalArticle,10.1007/s10526-017-9801-4,1386-6141,,63.0,,39.0,59.0,787,98.38,157,5,8,"Abstract In augmentative biological control (ABC), invertebrate and microbial organisms are seasonally released in large numbers to reduce pests. Today it is applied on more than 30 million ha worldwide. Europe is the largest commercial market for invertebrate biological control agents, while North America has the largest sales of microbials. A strong growth in use of ABC, particularly of microbial agents, is taking place in Latin America, followed by Asia. The current popularity of ABC is due to (1) its inherent positive characteristics (healthier for farm workers and persons living in farming communities, no harvesting interval or waiting period after release of agents, sustainable as there is no development of resistance against arthropod natural enemies, no phytotoxic damage to plants, better yields and a healthier product, reduced pesticide residues [well below the legal Maximum Residue Levels (MRLs)], (2) professionalism of the biological control industry (inexpensive large scale mass production, proper quality control, efficient packaging, distribution and release methods, and availability of many (>440 species) control agents for numerous pests), (3) a number of recent successes showing how biological control can save agricultural production when pesticides fail or are not available, (4) several non-governmental organizations (NGOs), consumers, and retailers demanding pesticide residues far below the legal MRLs, and (5) policy developments in several regions of the world aimed at reduction and replacement of synthetic pesticides by more sustainable methods of pest management. We are convinced, however, that ABC can be applied on a much larger area than it is today. We plead in the short term for a pragmatic form of agriculture that is adaptable, non-dogmatic and combines the sustainability gain from all types of agriculture and pest management methods. We then propose to move to “conscious agriculture”, which involves participation of all stakeholders in the production and consumer chain, and respects the environment and resource availability for future generations. Were “conscious agriculture” to be considered a serious alternative to conventional farming, ABC would face an even brighter future.",https://link.springer.com/content/pdf/10.1007%2Fs10526-017-9801-4.pdf,
834,"V. Gupta, Sandip Paul, C. Dutta","Geography, Ethnicity or Subsistence-Specific Variations in Human Microbiome Composition and Diversity",2017,Frontiers in Microbiology,,https://www.semanticscholar.org/paper/f0af7f97e3fabfdd631e1c81a56f56c5659de625,,2,2026-01-21 22:25:54,Review,10.3389/fmicb.2017.01162,1664-302X,,8.0,,,,834,92.67,278,3,9,"One of the fundamental issues in the microbiome research is characterization of the healthy human microbiota. Recent studies have elucidated substantial divergences in the microbiome structure between healthy individuals from different race and ethnicity. This review provides a comprehensive account of such geography, ethnicity or life-style-specific variations in healthy microbiome at five major body habitats—Gut, Oral-cavity, Respiratory Tract, Skin, and Urogenital Tract (UGT). The review focuses on the general trend in the human microbiome evolution—a gradual transition in the gross compositional structure along with a continual decrease in diversity of the microbiome, especially of the gut microbiome, as the human populations passed through three stages of subsistence like foraging, rural farming and industrialized urban western life. In general, gut microbiome of the hunter-gatherer populations is highly abundant with Prevotella, Proteobacteria, Spirochaetes, Clostridiales, Ruminobacter etc., while those of the urban communities are often enriched in Bacteroides, Bifidobacterium, and Firmicutes. The oral and skin microbiome are the next most diverse among different populations, while respiratory tract and UGT microbiome show lesser variations. Higher microbiome diversity is observed for oral-cavity in hunter-gatherer group with higher prevalence of Haemophilus than agricultural group. In case of skin microbiome, rural and urban Chinese populations show variation in abundance of Trabulsiella and Propionibacterium. On the basis of published data, we have characterized the core microbiota—the set of genera commonly found in all populations, irrespective of their geographic locations, ethnicity or mode of subsistence. We have also identified the major factors responsible for geography-based alterations in microbiota; though it is not yet clear which factor plays a dominant role in shaping the microbiome—nature or nurture, host genetics or his environment. Some of the geographical/racial variations in microbiome structure have been attributed to differences in host genetics and innate/adaptive immunity, while in many other cases, cultural/behavioral features like diet, hygiene, parasitic load, environmental exposure etc. overshadow genetics. The ethnicity or population-specific variations in human microbiome composition, as reviewed in this report, question the universality of the microbiome-based therapeutic strategies and recommend for geographically tailored community-scale approaches to microbiome engineering.",https://www.frontiersin.org/articles/10.3389/fmicb.2017.01162/pdf,
448,"U. Grote, A. Faße, T. Nguyen, O. Erenstein",Food Security and the Dynamics of Wheat and Maize Value Chains in Africa and Asia,2021,Frontiers in Sustainable Food Systems,,https://www.semanticscholar.org/paper/d1bfdc6836b82adb15593432a8298c0c00e223bf,,14,2026-01-21 22:25:54,Review,10.3389/fsufs.2020.617009,2571-581X,,4.0,,,,448,89.6,112,4,5,"There is an ongoing debate about how best to feed the growing world population in the long run and associated implications for research and development. Some call for a new Green Revolution to secure the supply of staple foods, whereas others emphasize the importance of diversifying and improving people's diets. We aim to contribute to this debate by reviewing the case of wheat and maize value chains and their contribution to food security in Africa and Asia. We first identify drivers transforming food systems. We then apply these to the cereal value chains and disentangle their effects on food security. We thereby add to the three strands in the literature around production, consumption, and food system transformation and point to different research needs and recommendations for the future. The review highlights: (1) Wheat and maize production will be increasingly impaired by ecological drivers such as land degradation, water scarcity and climate change. (2) There are promising innovations to increase and maintain productivity, but constraints in adopting these innovations have to be overcome (i.e., access to seeds, finance, and education/training). (3) The drivers affect all four dimensions of food security, but first and foremost they determine the availability and stability of maize and wheat. This indirectly also influences the economic and physical access of people to maize and wheat. (4) Research tends to focus on improving the productivity and sustainability of wheat and maize farming which is largely interlinked with the availability dimension of food security. (5) The stability and utilization dimension of food security merits continued yet increased support. First, to address climate change and implications for biotic and abiotic stresses. Second, to promote healthier diets and enable the equitable transformation of food systems.",https://www.frontiersin.org/articles/10.3389/fsufs.2020.617009/pdf,
457,"Monther M. Tahat, Kholoud M. Alananbeh, Yahia A. Othman, Daniel I. Leskovar",Soil Health and Sustainable Agriculture,2020,Sustainability,,https://www.semanticscholar.org/paper/fa2205d05227b835ae90e5a0172f221d72ddc5de,,12,2026-01-21 22:25:54,Review,10.3390/su12124859,2071-1050,,,,,,457,76.17,114,4,6,"A healthy soil acts as a dynamic living system that delivers multiple ecosystem services, such as sustaining water quality and plant productivity, controlling soil nutrient recycling decomposition, and removing greenhouse gases from the atmosphere. Soil health is closely associated with sustainable agriculture, because soil microorganism diversity and activity are the main components of soil health. Agricultural sustainability is defined as the ability of a crop production system to continuously produce food without environmental degradation. Arbuscular mycorrhizal fungi (AMF), cyanobacteria, and beneficial nematodes enhance water use efficiency and nutrient availability to plants, phytohormones production, soil nutrient cycling, and plant resistance to environmental stresses. Farming practices have shown that organic farming and tillage improve soil health by increasing the abundance, diversity, and activity of microorganisms. Conservation tillage can potentially increase grower’s profitability by reducing inputs and labor costs as compared to conventional tillage while organic farming might add extra management costs due to high labor demands for weeding and pest control, and for fertilizer inputs (particularly N-based), which typically have less consistent uniformity and stability than synthetic fertilizers. This review will discuss the external factors controlling the abundance of rhizosphere microbiota and the impact of crop management practices on soil health and their role in sustainable crop production.",https://www.mdpi.com/2071-1050/12/12/4859/pdf?version=1592191675,
389,"M. Alonso, J. González-Montaña, J. M. Lomillos",Consumers’ Concerns and Perceptions of Farm Animal Welfare,2020,Animals : an Open Access Journal from MDPI,,https://www.semanticscholar.org/paper/3bf9beba9746cbd7980c9ed5168e77cf69c96495,,16,2026-01-21 22:25:54,Review,10.3390/ani10030385,2076-2615,,10.0,,,,389,64.83,130,3,6,"Simple Summary In the current socioeconomic situation, consumers’ concerns about farm animal welfare can prevent them from buying some products, and this influences the sustainability of intensive systems. Consumers perceive the need to increase the level of welfare in farm animals, despite the fact that their level of knowledge about farming and animal welfare issues is relatively low. Consumers concerns are not equally distributed among the different farm species, nor is there consistency in the willingness to pay to enhance animal welfare. Therefore, farmers, businesses, and members of the food chain need to be informed of the evolution of public perceptions and consumer concerns to make informed decisions that help them improve their sustainability, social responsibility, and public credibility, which will allow them to maintain their social license through social ethical approval. Abstract In this paper, we explore the evolution of consumers’ perceptions and concerns about the effects that intensification of production systems could have on the welfare of farm animals. Despite the differences in definitions of animal welfare that make perceptions about this complex subject extremely variable, there is a growing perception that farm animal welfare should be protected and improved. There is an increasing appreciation of animal welfare parameters over other quality attributes, and animal-friendly products are considered healthier, safer, tastier, more hygienic, authentic, environmentally friendly, and traditional by many consumers. The willingness to pay for the increases in price that higher levels of farm animal welfare could produce could be promoted by means of adequate information about management and housing conditions of the different farming species. Welfare-friendly products that are properly labeled with clear information provided by an internationally accepted, transparent, and traceable monitoring system will increase consumers’ confidence in the food chain participants. Both consumers and citizens have the opportunity to improve the welfare of millions of farmed animals now and in the future, consumers by assuming their responsibility at the buying point, purchasing welfare-friendly products, and citizens by driving legislation to achieve some minimum standard of welfare conditions that could meet animals’ needs.",https://www.mdpi.com/2076-2615/10/3/385/pdf,
589,Tom Price,Infrastructure,2016,The Business of News,,https://www.semanticscholar.org/paper/2aa48a500c85a76187614bcd651da1b20bf21da0,,7,2026-01-21 22:25:54,Book,10.1163/9789004322714_cclc_2015-0075-005,,,,,,,589,58.9,589,1,10,"1. Abstract. This article describes the problems of Russia and countries with transformed economy related to food security, the creation of regional infrastructure distribution domestic food aid (the runway) to the needy population, the preservation of the social orientation of agriculture, ensuring the availability of needy sections of the population to a healthy diet, the state support for domestic producers within the ""green box"" of the WTO; use of unsuitable land for organic farming, production of ecologically clean food. Expanded theoretical knowledge on informal institutions in the field of social protection, behavioral reactions, requiring on the State's actions to combat poverty, the creation of mechanisms for a combination of market and distribution relationships. On the basis of the study the authors propose a program of measures, which are classified according to spheres of influence. In the field of state support - phased expansion of state guarantees. In the area of domestic food aid to the population - the formation of public-private partnership in the creation and organization offunctioning of the enterprises infrastructure complex, changing the structure of assets, primarily allocated to direct support for farmers, co-ordination of interaction between participants, members of the industrial, social, credit and fi nancial and trade sphere,",,
297,"K. Hufnagl, I. Pali-Schöll, F. Roth‐Walter, E. Jensen‐Jarolim",Dysbiosis of the gut and lung microbiome has a role in asthma,2020,Seminars in Immunopathology,,https://www.semanticscholar.org/paper/ce06bc7adfdab1df429fc4fd625aea5fe59a7185,,25,2026-01-21 22:25:54,Review,10.1007/s00281-019-00775-y,1863-2297,,42.0,,75.0,93.0,297,49.5,74,4,6,"Worldwide 300 million children and adults are affected by asthma. The development of asthma is influenced by environmental and other exogenous factors synergizing with genetic predisposition, and shaping the lung microbiome especially during birth and in very early life. The healthy lung microbial composition is characterized by a prevalence of bacteria belonging to the phyla Bacteroidetes, Actinobacteria, and Firmicutes. However, viral respiratory infections are associated with an abundance of Proteobacteria with genera Haemophilus and Moraxella in young children and adult asthmatics. This dysbiosis supports the activation of inflammatory pathways and contributes to bronchoconstriction and bronchial hyperresponsiveness. Exogenous factors can affect the natural lung microbiota composition positively (farming environment) or negatively (allergens, air pollutants). It is evident that also gut microbiota dysbiosis has a high influence on asthma pathogenesis. Antibiotics, antiulcer medications, and other drugs severely impair gut as well as lung microbiota. Resulting dysbiosis and reduced microbial diversity dysregulate the bidirectional crosstalk across the gut-lung axis, resulting in hypersensitivity and hyperreactivity to respiratory and food allergens. Efforts are undertaken to reconstitute the microbiota and immune balance by probiotics and engineered bacteria, but results from human studies do not yet support their efficacy in asthma prevention or treatment. Overall, dysbiosis of gut and lung seem to be critical causes of the increased emergence of asthma.",https://link.springer.com/content/pdf/10.1007/s00281-019-00775-y.pdf,
712,"T. Wallimann, M. Tokarska-Schlattner, U. Schlattner",The creatine kinase system and pleiotropic effects of creatine,2011,Amino Acids,,https://www.semanticscholar.org/paper/4895e3c002d5a6815dfc0d5494c64c58982f5910,,5,2026-01-21 22:25:54,Review,10.1007/s00726-011-0877-3,0939-4451,,40.0,,1271.0,1296.0,712,47.47,237,3,15,"The pleiotropic effects of creatine (Cr) are based mostly on the functions of the enzyme creatine kinase (CK) and its high-energy product phosphocreatine (PCr). Multidisciplinary studies have established molecular, cellular, organ and somatic functions of the CK/PCr system, in particular for cells and tissues with high and intermittent energy fluctuations. These studies include tissue-specific expression and subcellular localization of CK isoforms, high-resolution molecular structures and structure–function relationships, transgenic CK abrogation and reverse genetic approaches. Three energy-related physiological principles emerge, namely that the CK/PCr systems functions as (a) an immediately available temporal energy buffer, (b) a spatial energy buffer or intracellular energy transport system (the CK/PCr energy shuttle or circuit) and (c) a metabolic regulator. The CK/PCr energy shuttle connects sites of ATP production (glycolysis and mitochondrial oxidative phosphorylation) with subcellular sites of ATP utilization (ATPases). Thus, diffusion limitations of ADP and ATP are overcome by PCr/Cr shuttling, as most clearly seen in polar cells such as spermatozoa, retina photoreceptor cells and sensory hair bundles of the inner ear. The CK/PCr system relies on the close exchange of substrates and products between CK isoforms and ATP-generating or -consuming processes. Mitochondrial CK in the mitochondrial outer compartment, for example, is tightly coupled to ATP export via adenine nucleotide transporter or carrier (ANT) and thus ATP-synthesis and respiratory chain activity, releasing PCr into the cytosol. This coupling also reduces formation of reactive oxygen species (ROS) and inhibits mitochondrial permeability transition, an early event in apoptosis. Cr itself may also act as a direct and/or indirect anti-oxidant, while PCr can interact with and protect cellular membranes. Collectively, these factors may well explain the beneficial effects of Cr supplementation. The stimulating effects of Cr for muscle and bone growth and maintenance, and especially in neuroprotection, are now recognized and the first clinical studies are underway. Novel socio-economically relevant applications of Cr supplementation are emerging, e.g. for senior people, intensive care units and dialysis patients, who are notoriously Cr-depleted. Also, Cr will likely be beneficial for the healthy development of premature infants, who after separation from the placenta depend on external Cr. Cr supplementation of pregnant and lactating women, as well as of babies and infants are likely to be of benefit for child development. Last but not least, Cr harbours a global ecological potential as an additive for animal feed, replacing meat- and fish meal for animal (poultry and swine) and fish aqua farming. This may help to alleviate human starvation and at the same time prevent over-fishing of oceans.",https://link.springer.com/content/pdf/10.1007/s00726-011-0877-3.pdf,
