Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
7045,"Clare Bycroft, C. Freeman, D. Petkova, G. Band, L. Elliott, Kevin Sharp, A. Motyer, Damjan Vukcevic, Olivier Delaneau, Jared O'Connell, A. Cortes, S. Welsh, Alan Young, Mark Effingham, G. McVean, S. Leslie, N. Allen, P. Donnelly, J. Marchini",The UK Biobank resource with deep phenotyping and genomic data,2018,Nature,,https://www.semanticscholar.org/paper/a9cc79a5df0f7802145401b464e4bb30c23b8efa,,7,2026-01-21 20:56:16,JournalArticle,10.1038/s41586-018-0579-z,0028-0836,,562.0,,203.0,209.0,7045,880.63,705,19,8,"The UK Biobank project is a prospective cohort study with deep genetic and phenotypic data collected on approximately 500,000 individuals from across the United Kingdom, aged between 40 and 69 at recruitment. The open resource is unique in its size and scope. A rich variety of phenotypic and health-related information is available on each participant, including biological measurements, lifestyle indicators, biomarkers in blood and urine, and imaging of the body and brain. Follow-up information is provided by linking health and medical records. Genome-wide genotype data have been collected on all participants, providing many opportunities for the discovery of new genetic associations and the genetic bases of complex traits. Here we describe the centralized analysis of the genetic data, including genotype quality, properties of population structure and relatedness of the genetic data, and efficient phasing and genotype imputation that increases the number of testable variants to around 96 million. Classical allelic variation at 11 human leukocyte antigen genes was imputed, resulting in the recovery of signals with known associations between human leukocyte antigen alleles and many diseases. Deep phenotype and genome-wide genetic data from 500,000 individuals from the UK Biobank, describing population structure and relatedness in the cohort, and imputation to increase the number of testable variants to 96 million.",https://www.nature.com/articles/s41586-018-0579-z.pdf,
7289,"S. Ripke, B. Neale, A. Corvin, J. Walters, Kai-How Farh, P. Holmans, Phil H. Lee, B. Bulik-Sullivan, D. Collier, Hailiang Huang, T. Pers, I. Agartz, E. Agerbo, M. Albus, Madeline Alexander, F. Amin, S. Bacanu, M. Begemann, R. Belliveau, J. Bene, Sarah L Bergen, Elizabeth Bevilacqua, T. Bigdeli, D. Black, R. Bruggeman, N. Buccola, R. Buckner, W. Byerley, W. Cahn, Guiqing Cai, D. Campion, R. Cantor, V. Carr, N. Carrera, S. Catts, Kimberley D. Chambert, R. Chan, Ronald Y. L. Chan, E. Chen, Wei Cheng, E. Cheung, S. Chong, C. Cloninger, D. Cohen, Nadine Cohen, P. Cormican, N. Craddock, J. Crowley, D. Curtis, M. Davidson, K. Davis, F. Degenhardt, Jurgen Del Favero, D. Demontis, D. Dikeos, T. Dinan, S. Djurovic, G. Donohoe, Elodie Drapeau, J. Duan, F. Dudbridge, N. Durmishi, P. Eichhammer, J. Eriksson, V. Escott-Price, L. Essioux, A. Fanous, M. Farrell, J. Frank, L. Franke, R. Freedman, N. Freimer, M. Friedl, J. Friedman, M. Fromer, G. Genovese, L. Georgieva, I. Giegling, P. Giusti-Rodríguez, S. Godard, J. Goldstein, V. Golimbet, S. Gopal, J. Gratten, L. de Haan, C. Hammer, M. Hamshere, M. Hansen, T. Hansen, V. Haroutunian, A. Hartmann, F. Henskens, S. Herms, J. Hirschhorn, P. Hoffmann, A. Hofman, M. Hollegaard, D. Hougaard, M. Ikeda, I. Joa",Biological Insights From 108 Schizophrenia-Associated Genetic Loci,2014,Nature,,https://www.semanticscholar.org/paper/4d7a4017e4ebdf3380f5f84f759a51ffd3cba04d,,6,2026-01-21 20:56:16,JournalArticle,10.1038/nature13595,0028-0836,,511.0,,421.0,427.0,7289,607.42,729,100,12,"Schizophrenia is a highly heritable disorder. Genetic risk is conferred by a large number of alleles, including common alleles of small effect that might be detected by genome-wide association studies. Here we report a multi-stage schizophrenia genome-wide association study of up to 36,989 cases and 113,075 controls. We identify 128 independent associations spanning 108 conservatively defined loci that meet genome-wide significance, 83 of which have not been previously reported. Associations were enriched among genes expressed in brain, providing biological plausibility for the findings. Many findings have the potential to provide entirely new insights into aetiology, but associations at DRD2 and several genes involved in glutamatergic neurotransmission highlight molecules of known and potential therapeutic relevance to schizophrenia, and are consistent with leading pathophysiological hypotheses. Independent of genes expressed in brain, associations were enriched among genes expressed in tissues that have important roles in immunity, providing support for the speculated link between the immune system and schizophrenia.",https://www.nature.com/articles/nature13595.pdf,
5148,"D. Selkoe, J. Hardy",The amyloid hypothesis of Alzheimer's disease at 25 years,2016,EMBO Molecular Medicine,,https://www.semanticscholar.org/paper/e96d222537bf925416d11dd4ae512c5d2a09290f,,16,2026-01-21 20:56:16,Review,10.15252/emmm.201606210,1757-4676,,8.0,,595.0,608.0,5148,514.8,2574,2,10,"Despite continuing debate about the amyloid β‐protein (or Aβ hypothesis, new lines of evidence from laboratories and clinics worldwide support the concept that an imbalance between production and clearance of Aβ42 and related Aβ peptides is a very early, often initiating factor in Alzheimer's disease (AD). Confirmation that presenilin is the catalytic site of γ‐secretase has provided a linchpin: all dominant mutations causing early‐onset AD occur either in the substrate (amyloid precursor protein, APP) or the protease (presenilin) of the reaction that generates Aβ. Duplication of the wild‐type APP gene in Down's syndrome leads to Aβ deposits in the teens, followed by microgliosis, astrocytosis, and neurofibrillary tangles typical of AD. Apolipoprotein E4, which predisposes to AD in > 40% of cases, has been found to impair Aβ clearance from the brain. Soluble oligomers of Aβ42 isolated from AD patients' brains can decrease synapse number, inhibit long‐term potentiation, and enhance long‐term synaptic depression in rodent hippocampus, and injecting them into healthy rats impairs memory. The human oligomers also induce hyperphosphorylation of tau at AD‐relevant epitopes and cause neuritic dystrophy in cultured neurons. Crossing human APP with human tau transgenic mice enhances tau‐positive neurotoxicity. In humans, new studies show that low cerebrospinal fluid (CSF) Aβ42 and amyloid‐PET positivity precede other AD manifestations by many years. Most importantly, recent trials of three different Aβ antibodies (solanezumab, crenezumab, and aducanumab) have suggested a slowing of cognitive decline in post hoc analyses of mild AD subjects. Although many factors contribute to AD pathogenesis, Aβ dyshomeostasis has emerged as the most extensively validated and compelling therapeutic target.",https://onlinelibrary.wiley.com/doi/pdfdirect/10.15252/emmm.201606210,
4482,"S. Aibar, C. González-Blas, Thomas Moerman, V. A. Huynh-Thu, Hana Imrichová, Gert J. Hulselmans, F. Rambow, J. Marine, P. Geurts, J. Aerts, Joost van den Oord, Z. Atak, J. Wouters, S. Aerts",SCENIC: Single-cell regulatory network inference and clustering,2017,Nature methods,,https://www.semanticscholar.org/paper/469203c63af18c9c25789e4aa127132c2caa99e4,,22,2026-01-21 20:56:16,JournalArticle,10.1101/144501,1548-7091,,14.0,,1083.0,1086.0,4482,498.0,448,14,9,"We present SCENIC, a computational method for simultaneous gene regulatory network reconstruction and cell-state identification from single-cell RNA-seq data (http://scenic.aertslab.org). On a compendium of single-cell data from tumors and brain, we demonstrate that cis-regulatory analysis can be exploited to guide the identification of transcription factors and cell states. SCENIC provides critical biological insights into the mechanisms driving cellular heterogeneity.",https://lirias.kuleuven.be/bitstream/123456789/588424/1/Aibar%20BioRXIV%202017.pdf,
3295,"G. L. Manno, Ruslan A. Soldatov, Amit Zeisel, Emelie Braun, Hannah Hochgerner, Viktor Petukhov, Katja Lidschreiber, M. Kastriti, P. Lönnerberg, A. Furlan, Jean Fan, Lars E. Borm, Zehua Liu, D. V. Bruggen, Jimin Guo, Xiaoling He, R. Barker, E. Sundström, G. Castelo-Branco, P. Cramer, I. Adameyko, S. Linnarsson, P. Kharchenko",RNA velocity of single cells,2018,Nature,,https://www.semanticscholar.org/paper/b6116e1d2c16e435b1b236c2e6ff0735551f91de,,38,2026-01-21 20:56:16,Study,10.1038/s41586-018-0414-6,0028-0836,,560.0,,494.0,498.0,3295,411.88,330,23,8,"RNA abundance is a powerful indicator of the state of individual cells. Single-cell RNA sequencing can reveal RNA abundance with high quantitative accuracy, sensitivity and throughput1. However, this approach captures only a static snapshot at a point in time, posing a challenge for the analysis of time-resolved phenomena such as embryogenesis or tissue regeneration. Here we show that RNA velocity—the time derivative of the gene expression state—can be directly estimated by distinguishing between unspliced and spliced mRNAs in common single-cell RNA sequencing protocols. RNA velocity is a high-dimensional vector that predicts the future state of individual cells on a timescale of hours. We validate its accuracy in the neural crest lineage, demonstrate its use on multiple published datasets and technical platforms, reveal the branching lineage tree of the developing mouse hippocampus, and examine the kinetics of transcription in human embryonic brain. We expect RNA velocity to greatly aid the analysis of developmental lineages and cellular dynamics, particularly in humans. RNA velocity, estimated in single cells by comparison of spliced and unspliced mRNA, is a good indicator of transcriptome dynamics and will provide a useful tool for analysis of developmental lineage.",https://europepmc.org/articles/pmc6130801,
4326,"Ayuko Hoshino, B. Costa-Silva, Tang-Long Shen, G. Rodrigues, Ayako Hashimoto, M. T. Mark, H. Molina, S. Kohsaka, Angela Di Giannatale, S. Ceder, Swarnima Singh, Caitlin Williams, Nadine Soplop, K. Uryu, Lindsay A. Pharmer, T. King, L. Bojmar, A. E. Davies, Yonathan Ararso, Tuo Zhang, Haiying Zhang, Jonathan M. Hernandez, Joshua M. Weiss, Vanessa D. Dumont-Cole, K. Kramer, L. Wexler, A. Narendran, G. Schwartz, J. Healey, P. Sandstrom, K. Labori, E. Kure, P. Grandgenett, M. Hollingsworth, Maria de Sousa, S. Kaur, Maneesh Jain, K. Mallya, S. Batra, W. Jarnagin, M. Brady, O. Fodstad, V. Muller, K. Pantel, A. Minn, M. Bissell, B. Garcia, Yibin Kang, Vinagolu K. Rajasekhar, Cyrus M. Ghajar, Irina R Matei, H. Peinado, J. Bromberg, D. Lyden",Tumour exosome integrins determine organotropic metastasis,2015,Nature,,https://www.semanticscholar.org/paper/2c18df332cdc95c5fb3883567f2822a69670a7e6,,26,2026-01-21 20:56:16,JournalArticle,10.1038/nature15756,0028-0836,,527.0,,329.0,335.0,4326,393.27,433,54,11,"Ever since Stephen Paget’s 1889 hypothesis, metastatic organotropism has remained one of cancer’s greatest mysteries. Here we demonstrate that exosomes from mouse and human lung-, liver- and brain-tropic tumour cells fuse preferentially with resident cells at their predicted destination, namely lung fibroblasts and epithelial cells, liver Kupffer cells and brain endothelial cells. We show that tumour-derived exosomes uptaken by organ-specific cells prepare the pre-metastatic niche. Treatment with exosomes from lung-tropic models redirected the metastasis of bone-tropic tumour cells. Exosome proteomics revealed distinct integrin expression patterns, in which the exosomal integrins α6β4 and α6β1 were associated with lung metastasis, while exosomal integrin αvβ5 was linked to liver metastasis. Targeting the integrins α6β4 and αvβ5 decreased exosome uptake, as well as lung and liver metastasis, respectively. We demonstrate that exosome integrin uptake by resident cells activates Src phosphorylation and pro-inflammatory S100 gene expression. Finally, our clinical data indicate that exosomal integrins could be used to predict organ-specific metastasis.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4788391,
6888,"R. McLendon, A. Friedman, D. Bigner, Erwin G. Van Meir, D. Brat, Gena M Mastrogianakis, J. Olson, T. Mikkelsen, N. Lehman, K. Aldape, W. Yung, O. Bogler, J. Weinstein, S. Vandenberg, M. Berger, M. Prados, D. Muzny, M. Morgan, S. Scherer, A. Sabo, L. Nazareth, L. Lewis, O. Hall, Yiming Zhu, Yanru Ren, Omar Alvi, Jiqiang Yao, A. Hawes, S. Jhangiani, G. Fowler, A. Lucas, C. Kovar, Andrew Cree, H. Dinh, J. Santibanez, Vandita Joshi, M. Gonzalez-Garay, Christopher A. Miller, A. Milosavljevic, L. Donehower, D. Wheeler, R. Gibbs, K. Cibulskis, C. Sougnez, T. Fennell, Scott Mahan, Jane Wilkinson, L. Ziaugra, R. Onofrio, Toby Bloom, R. Nicol, K. Ardlie, J. Baldwin, S. Gabriel, E. Lander, L. Ding, R. Fulton, M. McLellan, J. Wallis, D. Larson, Xiaoqi Shi, R. Abbott, L. Fulton, Ken Chen, D. Koboldt, M. Wendl, R. Meyer, Yuzhu Tang, Ling Lin, John R. Osborne, Brian H. Dunford-Shore, T. Miner, K. Delehaunty, C. Markovic, Gary W. Swift, W. Courtney, C. Pohl, S. Abbott, Amy E. Hawkins, Shin Leong, C. Haipek, Heather K. Schmidt, M. Wiechert, T. Vickery, S. Scott, D. Dooling, A. Chinwalla, G. Weinstock, E. Mardis, R. Wilson, G. Getz, W. Winckler, R. Verhaak, M. Lawrence, Michael J. T. O’Kelly, James Robinson, Gabriele Alexe, R. Beroukhim, S. Carter, Derek Y. Chiang",Comprehensive genomic characterization defines human glioblastoma genes and core pathways,2008,Nature,,https://www.semanticscholar.org/paper/4b25b076ca6fbb5a7253ed0705b98faa1fe2317d,,8,2026-01-21 20:56:16,JournalArticle,10.1038/nature07385,0028-0836,,455.0,,1061.0,1068.0,6888,382.67,689,100,18,"Human cancer cells typically harbour multiple chromosomal aberrations, nucleotide substitutions and epigenetic modifications that drive malignant transformation. The Cancer Genome Atlas (TCGA) pilot project aims to assess the value of large-scale multi-dimensional analysis of these molecular characteristics in human cancer and to provide the data rapidly to the research community. Here we report the interim integrative analysis of DNA copy number, gene expression and DNA methylation aberrations in 206 glioblastomas—the most common type of adult brain cancer—and nucleotide sequence aberrations in 91 of the 206 glioblastomas. This analysis provides new insights into the roles of ERBB2, NF1 and TP53, uncovers frequent mutations of the phosphatidylinositol-3-OH kinase regulatory subunit gene PIK3R1, and provides a network view of the pathways altered in the development of glioblastoma. Furthermore, integration of mutation, DNA methylation and clinical treatment data reveals a link between MGMT promoter methylation and a hypermutator phenotype consequent to mismatch repair deficiency in treated glioblastomas, an observation with potential clinical implications. Together, these findings establish the feasibility and power of TCGA, demonstrating that it can rapidly expand knowledge of the molecular basis of cancer.",https://www.nature.com/articles/nature07385.pdf,
4448,"Ye Zhang, Kenian Chen, S. Sloan, Mariko L. Bennett, A. Scholze, S. O’Keeffe, Hemali P. Phatnani, P. Guarnieri, Christine Caneda, N. Ruderisch, Shuyun Deng, S. A. Liddelow, Chaolin Zhang, R. Daneman, T. Maniatis, B. Barres, Jian Wu","An RNA-Sequencing Transcriptome and Splicing Database of Glia, Neurons, and Vascular Cells of the Cerebral Cortex",2014,The Journal of Neuroscience,,https://www.semanticscholar.org/paper/c9b94df36183d880403fcaaf5ba8b5b74d022de8,,23,2026-01-21 20:56:16,JournalArticle,10.1523/JNEUROSCI.1860-14.2014,0270-6474,,34.0,,11929.0,11947.0,4448,370.67,445,17,12,"The major cell classes of the brain differ in their developmental processes, metabolism, signaling, and function. To better understand the functions and interactions of the cell types that comprise these classes, we acutely purified representative populations of neurons, astrocytes, oligodendrocyte precursor cells, newly formed oligodendrocytes, myelinating oligodendrocytes, microglia, endothelial cells, and pericytes from mouse cerebral cortex. We generated a transcriptome database for these eight cell types by RNA sequencing and used a sensitive algorithm to detect alternative splicing events in each cell type. Bioinformatic analyses identified thousands of new cell type-enriched genes and splicing isoforms that will provide novel markers for cell identification, tools for genetic manipulation, and insights into the biology of the brain. For example, our data provide clues as to how neurons and astrocytes differ in their ability to dynamically regulate glycolytic flux and lactate generation attributable to unique splicing of PKM2, the gene encoding the glycolytic enzyme pyruvate kinase. This dataset will provide a powerful new resource for understanding the development and function of the brain. To ensure the widespread distribution of these datasets, we have created a user-friendly website (http://web.stanford.edu/group/barres_lab/brain_rnaseq.html) that provides a platform for analyzing and comparing transciption and alternative splicing profiles for various cell classes in the brain.",https://www.jneurosci.org/content/jneuro/34/36/11929.full.pdf,
6218,"L. Madisen, T. Zwingman, S. Sunkin, S. W. Oh, Hatim A. Zariwala, Hong Gu, Lydia Ng, R. Palmiter, M. Hawrylycz, Allan R. Jones, E. Lein, Hongkui Zeng",A robust and high-throughput Cre reporting and characterization system for the whole mouse brain,2009,Nature neuroscience,,https://www.semanticscholar.org/paper/ed8d407bc8d06186ca2fd6b1cd4238b189f1903a,,9,2026-01-21 20:56:16,JournalArticle,10.1038/nn.2467,1097-6256,,13.0,,133.0,140.0,6218,365.76,622,12,17,"The Cre/lox system is widely used in mice to achieve cell-type-specific gene expression. However, a strong and universally responding system to express genes under Cre control is still lacking. We have generated a set of Cre reporter mice with strong, ubiquitous expression of fluorescent proteins of different spectra. The robust native fluorescence of these reporters enables direct visualization of fine dendritic structures and axonal projections of the labeled neurons, which is useful in mapping neuronal circuitry, imaging and tracking specific cell populations in vivo. Using these reporters and a high-throughput in situ hybridization platform, we are systematically profiling Cre-directed gene expression throughout the mouse brain in several Cre-driver lines, including new Cre lines targeting different cell types in the cortex. Our expression data are displayed in a public online database to help researchers assess the utility of various Cre-driver lines for cell-type-specific genetic manipulation.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2840225,
4744,"T. Derrien, Rory Johnson, G. Bussotti, Andrea Tanzer, S. Djebali, Hagen U. Tilgner, G. Guernec, David Martin, A. Merkel, David G. Knowles, Julien Lagarde, Lavanya Veeravalli, Xiaoan Ruan, Y. Ruan, T. Lassmann, Piero Carninci, James B. Brown, L. Lipovich, J. Gonzalez, Mark Thomas, Carrie A. Davis, R. Shiekhattar, T. Gingeras, T. Hubbard, Cédric Notredame, J. Harrow, R. Guigó","The GENCODE v7 catalog of human long noncoding RNAs: Analysis of their gene structure, evolution, and expression",2012,Genome Research,,https://www.semanticscholar.org/paper/2830cf5a89339af3ccf8cad2a31ac01e027ad2e4,,20,2026-01-21 20:56:16,JournalArticle,10.1101/gr.132159.111,1088-9051,,22.0,,1775.0,1789.0,4744,338.86,474,27,14,"The human genome contains many thousands of long noncoding RNAs (lncRNAs). While several studies have demonstrated compelling biological and disease roles for individual examples, analytical and experimental approaches to investigate these genes have been hampered by the lack of comprehensive lncRNA annotation. Here, we present and analyze the most complete human lncRNA annotation to date, produced by the GENCODE consortium within the framework of the ENCODE project and comprising 9277 manually annotated genes producing 14,880 transcripts. Our analyses indicate that lncRNAs are generated through pathways similar to that of protein-coding genes, with similar histone-modification profiles, splicing signals, and exon/intron lengths. In contrast to protein-coding genes, however, lncRNAs display a striking bias toward two-exon transcripts, they are predominantly localized in the chromatin and nucleus, and a fraction appear to be preferentially processed into small RNAs. They are under stronger selective pressure than neutrally evolving sequences—particularly in their promoter regions, which display levels of selection comparable to protein-coding genes. Importantly, about one-third seem to have arisen within the primate lineage. Comprehensive analysis of their expression in multiple human organs and brain regions shows that lncRNAs are generally lower expressed than protein-coding genes, and display more tissue-specific expression patterns, with a large fraction of tissue-specific lncRNAs expressed in the brain. Expression correlation analysis indicates that lncRNAs show particularly striking positive correlation with the expression of antisense coding genes. This GENCODE annotation represents a valuable resource for future studies of lncRNAs.",http://genome.cshlp.org/content/22/9/1775.full.pdf,
