Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
1226,,"antiSMASH 7.0: new and improved predictions for detection, regulation, chemical structures and visualisation",2023,Nucleic Acids Research,,https://www.semanticscholar.org/paper/e2ff72baf28de0208fc6c7eab80200e0a53fc86f,,55,2026-01-21 22:42:14,JournalArticle,10.1093/nar/gkad344,,,51.0,,,,1226,408.67,0,0,3,"Abstract Microorganisms produce small bioactive compounds as part of their secondary or specialised metabolism. Often, such metabolites have antimicrobial, anticancer, antifungal, antiviral or other bio-activities and thus play an important role for applications in medicine and agriculture. In the past decade, genome mining has become a widely-used method to explore, access, and analyse the available biodiversity of these compounds. Since 2011, the ‘antibiotics and secondary metabolite analysis shell—antiSMASH’ (https://antismash.secondarymetabolites.org/) has supported researchers in their microbial genome mining tasks, both as a free to use web server and as a standalone tool under an OSI-approved open source licence. It is currently the most widely used tool for detecting and characterising biosynthetic gene clusters (BGCs) in archaea, bacteria, and fungi. Here, we present the updated version 7 of antiSMASH. antiSMASH 7 increases the number of supported cluster types from 71 to 81, as well as containing improvements in the areas of chemical structure prediction, enzymatic assembly-line visualisation and gene cluster regulation.",https://academic.oup.com/nar/advance-article-pdf/doi/10.1093/nar/gkad344/50195687/gkad344.pdf,
1579,"Eva van Zelm, Yanxia Zhang, C. Testerink",Salt Tolerance Mechanisms of Plants.,2020,Annual review of plant biology,,https://www.semanticscholar.org/paper/f47f56febe8173ca59442547915c5ff7375419ad,,30,2026-01-21 22:42:14,JournalArticle,10.1146/annurev-arplant-050718-100005,1543-5008,,,,,,1579,263.17,526,3,6,"Crop loss due to soil salinization is an increasing threat to agriculture worldwide. This review provides an overview of cellular and physiological mechanisms in plant responses to salt. We place cellular responses in a time- and tissue-dependent context in order to link them to observed phases in growth rate that occur in response to stress. Recent advances in phenotyping can now functionally or genetically link cellular signaling responses, ion transport, water management, and gene expression to growth, development, and survival. Halophytes, which are naturally salt-tolerant plants, are highlighted as success stories to learn from. We emphasize that (a) filling the major knowledge gaps in salt-induced signaling pathways, (b) increasing the spatial and temporal resolution of our knowledge of salt stress responses, (c) discovering and considering crop-specific responses, and (d) including halophytes in our comparative studies are all essential in order to take our approaches to increasing crop yields in saline soils to the next level. Expected final online publication date for the Annual Review of Plant Biology, Volume 71 is April 29, 2020. Please see http://www.annualreviews.org/page/journal/pubdates for revised estimates.",,
704,"Joy Y. Wang, J. Doudna",CRISPR technology: A decade of genome editing is only the beginning,2023,Science,,https://www.semanticscholar.org/paper/04992d7174dc01ef8c488f580deb7414b11d54c7,,152,2026-01-21 22:42:14,Review,10.1126/science.add8643,0193-4511,,379.0,,,,704,234.67,352,2,3,"The advent of clustered regularly interspaced short palindromic repeat (CRISPR) genome editing, coupled with advances in computing and imaging capabilities, has initiated a new era in which genetic diseases and individual disease susceptibilities are both predictable and actionable. Likewise, genes responsible for plant traits can be identified and altered quickly, transforming the pace of agricultural research and plant breeding. In this Review, we discuss the current state of CRISPR-mediated genetic manipulation in human cells, animals, and plants along with relevant successes and challenges and present a roadmap for the future of this technology. Description A decade of CRISPR In the decade since the publication of CRISPR-Cas9 as a genome-editing technology, the CRISPR toolbox and its applications have profoundly changed basic and applied biological research. Wang and Doudna now review the origins and utility of CRISPR-based genome editing, the successes and current limitations of the technology, and where innovation and engineering are needed. The authors describe important advances in the development of CRISPR genome-editing technology and make predictions about where the field is headed. They also highlight specific examples in medicine and agriculture that show how CRISPR is already affecting society, with exciting opportunities for the future. —DJ A review discusses the current state of CRISPR-mediated genetic manipulation in human cells, animals, and plants and considers its future potential. BACKGROUND The fields of molecular biology, genetics, and genomics are at a critical juncture—a moment in history when a convergence of knowledge and methods has made it both technically possible and incredibly useful to edit specific base pairs or segments of DNA in cells and living organisms. The advent of clustered regularly interspaced short palindromic repeat (CRISPR) genome editing, coupled with advances in computing and imaging capabilities, has initiated a new era in which we can not only diagnose human diseases and even predict individual susceptibility based on personal genetics but also act on that information. Likewise, we can both identify and rapidly alter genes responsible for plant traits, transforming the pace of agricultural research and plant breeding. The applications of this technology convergence are profound and far reaching—and they are happening now. In the decade since the publication of CRISPR-Cas9 as a genome editing technology, the CRISPR toolbox and its applications have profoundly changed biological research, impacting not only patients with genetic diseases but also agricultural practices and products. As a specific example from the field of genomic medicine, it has become feasible to obtain a complete sequence of the human genome in less than 24 hours—a staggering advance considering the first such sequence took 5 years to generate. Notably, designing and putting to use a potent CRISPR genome editor to obtain clinically actionable information from that genome—previously a near-intractable challenge—now takes only a matter of days. For additional background and related topics, we refer readers to in-depth reviews of the microbiology and structural biology of CRISPR systems and to articles about the considerable ethical and societal challenges of this technology. ADVANCES The past decade has witnessed the discovery, engineering, and deployment of RNA-programmed genome editors across many applications. By leveraging CRISPR-Cas9’s most fundamental activity to create a targeted genetic disruption in a gene or gene regulatory element, scientists have built successful platforms for the rapid creation of knockout mice and other animal models, genetic screening, and multiplexed editing. Beyond traditional CRISPR-Cas9–induced knockouts, base editing—a technology utilizing engineered Cas9’s fused to enzymes that alter the chemical nature of DNA bases—has also provided a highly useful strategy to generate site-specific and precise point mutations. Over the past decade, scientists have utilized CRISPR technology as a readily adaptable tool to probe biological function, dissect genetic interactions, and inform strategies to combat human diseases and engineer crops. This Review covers the origins and successes of CRISPR-based genome editing and discusses the most pressing challenges, which include improving editing accuracy and precision, implementing strategies for precise programmable genetic sequence insertions, improving targeted delivery of CRISPR editors, and increasing access and affordability. We examine current efforts addressing these challenges, including emerging gene insertion technologies and new delivery modalities, and describe where further innovation and engineering are needed. CRISPR genome editors are already being deployed in medicine and agriculture, and this Review highlights key examples, including a CRISPR-based therapy treating sickle cell disease, a more nutritious CRISPR-edited tomato, and a high-yield, disease-resistant CRISPR-edited wheat, to illustrate CRISPR’s current and potential future impacts in society. OUTLOOK In the decade ahead, genome editing research and applications will continue to expand and will intersect with advances in technologies, such as machine learning, live cell imaging, and sequencing. A combination of discovery and engineering will diversify and refine the CRISPR toolbox to combat current challenges and enable more wide-ranging applications in both fundamental and applied research. Just as during the advent of CRISPR genome editing, a combination of scientific curiosity and the desire to benefit society will drive the next decade of innovation in CRISPR technology. CRISPR: past, present, and future. The past decade of CRISPR technology has focused on building the platforms for generating gene knockouts, creating knockout mice and other animal models, genetic screening, and multiplexed editing. CRISPR’s applications in medicine and agriculture are already beginning and will serve as the focus for the next decade as society’s demands drive further innovation in CRISPR technology.",,
616,"Jinfang Zheng, Qiwei Ge, Yuchen Yan, Xinpeng Zhang, Le Huang, Yanbin Yin",dbCAN3: automated carbohydrate-active enzyme and substrate annotation,2023,Nucleic Acids Research,,https://www.semanticscholar.org/paper/4f7fba6a85be7c6a10810018c91692abee8b89a3,,193,2026-01-21 22:42:14,JournalArticle,10.1093/nar/gkad328,,,51.0,,,,616,205.33,103,6,3,"Abstract Carbohydrate active enzymes (CAZymes) are made by various organisms for complex carbohydrate metabolism. Genome mining of CAZymes has become a routine data analysis in (meta-)genome projects, owing to the importance of CAZymes in bioenergy, microbiome, nutrition, agriculture, and global carbon recycling. In 2012, dbCAN was provided as an online web server for automated CAZyme annotation. dbCAN2 (https://bcb.unl.edu/dbCAN2) was further developed in 2018 as a meta server to combine multiple tools for improved CAZyme annotation. dbCAN2 also included CGC-Finder, a tool for identifying CAZyme gene clusters (CGCs) in (meta-)genomes. We have updated the meta server to dbCAN3 with the following new functions and components: (i) dbCAN-sub as a profile Hidden Markov Model database (HMMdb) for substrate prediction at the CAZyme subfamily level; (ii) searching against experimentally characterized polysaccharide utilization loci (PULs) with known glycan substates of the dbCAN-PUL database for substrate prediction at the CGC level; (iii) a majority voting method to consider all CAZymes with substrate predicted from dbCAN-sub for substrate prediction at the CGC level; (iv) improved data browsing and visualization of substrate prediction results on the website. In summary, dbCAN3 not only inherits all the functions of dbCAN2, but also integrates three new methods for glycan substrate prediction.",https://academic.oup.com/nar/advance-article-pdf/doi/10.1093/nar/gkad328/50150154/gkad328.pdf,
1820,"Tian Tian, Yue Liu, Hengyu Yan, Qi You, Xin Yi, Zhou Du, Wenying Xu, Zhen Su","agriGO v2.0: a GO analysis toolkit for the agricultural community, 2017 update",2017,Nucleic Acids Research,,https://www.semanticscholar.org/paper/c6ff37027fd133219020c7920e4ff6e0ec362772,,23,2026-01-21 22:42:14,JournalArticle,10.1093/nar/gkx382,,,45.0,,,,1820,202.22,228,8,9,"Abstract The agriGO platform, which has been serving the scientific community for >10 years, specifically focuses on gene ontology (GO) enrichment analyses of plant and agricultural species. We continuously maintain and update the databases and accommodate the various requests of our global users. Here, we present our updated agriGO that has a largely expanded number of supporting species (394) and datatypes (865). In addition, a larger number of species have been classified into groups covering crops, vegetables, fish, birds and insects closely related to the agricultural community. We further improved the computational efficiency, including the batch analysis and P-value distribution (PVD), and the user-friendliness of the web pages. More visualization features were added to the platform, including SEACOMPARE (cross comparison of singular enrichment analysis), direct acyclic graph (DAG) and Scatter Plots, which can be merged by choosing any significant GO term. The updated platform agriGO v2.0 is now publicly accessible at http://systemsbiology.cau.edu.cn/agriGOv2/.",https://academic.oup.com/nar/article-pdf/45/W1/W122/23741100/gkx382.pdf,
1331,Porooshat Dadgostar,Antimicrobial Resistance: Implications and Costs,2019,Infection and Drug Resistance,,https://www.semanticscholar.org/paper/201c232388254e4e84adc02b7eb102ad3788e4b4,,46,2026-01-21 22:42:14,Review,10.2147/IDR.S234610,1178-6973,,12.0,,3903.0,3910.0,1331,190.14,1331,1,7,"Abstract Antimicrobial resistance (AMR) has developed as one of the major urgent threats to public health causing serious issues to successful prevention and treatment of persistent diseases. In spite of different actions taken in recent decades to tackle this issue, the trends of global AMR demonstrate no signs of slowing down. Misusing and overusing different antibacterial agents in the health care setting as well as in the agricultural industry are considered the major reasons behind the emergence of antimicrobial resistance. In addition, the spontaneous evolution, mutation of bacteria, and passing the resistant genes through horizontal gene transfer are significant contributors to antimicrobial resistance. Many studies have demonstrated the disastrous financial consequences of AMR including extremely high healthcare costs due to an increase in hospital admissions and drug usage. The literature review, which included articles published after the year 2012, was performed using Scopus, PubMed and Google Scholar with the utilization of keyword searches. Results indicated that the multifactorial threat of antimicrobial resistance has resulted in different complex issues affecting countries across the globe. These impacts found in the sources are categorized into three different levels: patient, healthcare, and economic. Although gaps in knowledge about AMR and areas for improvement are obvious, there is not any clearly understood progress to put an end to the persistent trends of antimicrobial resistance.",https://www.dovepress.com/getfile.php?fileID=54884,
740,"V. Pathak, V. K. Verma, B. S. Rawat, Baljinder Kaur, N. Babu, Amit Kumar Sharma, Seeta Dewali, Monika Yadav, Reshma Kumari, Sevaram Singh, Asutosh Mohapatra, V. Pandey, N. Rana, José María Guadayol Cunill","Current status of pesticide effects on environment, human health and it’s eco-friendly management as bioremediation: A comprehensive review",2022,Frontiers in Microbiology,,https://www.semanticscholar.org/paper/03c7a6c7625773fdef76d23cdc51ce97c37de36e,,143,2026-01-21 22:42:14,Review,10.3389/fmicb.2022.962619,1664-302X,,13.0,,,,740,185.0,74,14,4,"Pesticides are either natural or chemically synthesized compounds that are used to control a variety of pests. These chemical compounds are used in a variety of sectors like food, forestry, agriculture and aquaculture. Pesticides shows their toxicity into the living systems. The World Health Organization (WHO) categorizes them based on their detrimental effects, emphasizing the relevance of public health. The usage can be minimized to a least level by using them sparingly with a complete grasp of their categorization, which is beneficial to both human health and the environment. In this review, we have discussed pesticides with respect to their global scenarios, such as worldwide distribution and environmental impacts. Major literature focused on potential uses of pesticides, classification according to their properties and toxicity and their adverse effect on natural system (soil and aquatic), water, plants (growth, metabolism, genotypic and phenotypic changes and impact on plants defense system), human health (genetic alteration, cancer, allergies, and asthma), and preserve food products. We have also described eco-friendly management strategies for pesticides as a green solution, including bacterial degradation, myco-remediation, phytoremediation, and microalgae-based bioremediation. The microbes, using catabolic enzymes for degradation of pesticides and clean-up from the environment. This review shows the importance of finding potent microbes, novel genes, and biotechnological applications for pesticide waste management to create a sustainable environment.",https://www.frontiersin.org/articles/10.3389/fmicb.2022.962619/pdf,
711,"N. Ling, Tingting Wang, Y. Kuzyakov",Rhizosphere bacteriome structure and functions,2022,Nature Communications,,https://www.semanticscholar.org/paper/6fc27267c194d478b2f245885b55eb53d9b94d3d,,150,2026-01-21 22:42:14,JournalArticle,10.1038/s41467-022-28448-9,2041-1723,,13.0,,,,711,177.75,237,3,4,"Microbial composition and functions in the rhizosphere—an important microbial hotspot—are among the most fascinating yet elusive topics in microbial ecology. We used 557 pairs of published 16S rDNA amplicon sequences from the bulk soils and rhizosphere in different ecosystems around the world to generalize bacterial characteristics with respect to community diversity, composition, and functions. The rhizosphere selects microorganisms from bulk soil to function as a seed bank, reducing microbial diversity. The rhizosphere is enriched in Bacteroidetes, Proteobacteria, and other copiotrophs. Highly modular but unstable bacterial networks in the rhizosphere (common for r -strategists) reflect the interactions and adaptations of microorganisms to dynamic conditions. Dormancy strategies in the rhizosphere are dominated by toxin–antitoxin systems, while sporulation is common in bulk soils. Functional predictions showed that genes involved in organic compound conversion, nitrogen fixation, and denitrification were strongly enriched in the rhizosphere (11–182%), while genes involved in nitrification were strongly depleted. Understanding soil microbiota dynamics is key the development of soil-based sustainable agriculture and conservation strategies. This meta-analysis shows that bulk soil functions as a seed bank for the rhizosphere, which encompasses a rich microbiota adapted to dynamic conditions in hotpots.",https://www.nature.com/articles/s41467-022-28448-9.pdf,
1320,Mazhar Adli,The CRISPR tool kit for genome editing and beyond,2018,Nature Communications,,https://www.semanticscholar.org/paper/00a5ad8490128eb368004679b482abb69f90ebb3,,47,2026-01-21 22:42:14,Review,10.1038/s41467-018-04252-2,2041-1723,,9.0,,,,1320,165.0,1320,1,8,"CRISPR is becoming an indispensable tool in biological research. Once known as the bacterial immune system against invading viruses, the programmable capacity of the Cas9 enzyme is now revolutionizing diverse fields of medical research, biotechnology, and agriculture. CRISPR-Cas9 is no longer just a gene-editing tool; the application areas of catalytically impaired inactive Cas9, including gene regulation, epigenetic editing, chromatin engineering, and imaging, now exceed the gene-editing functionality of WT Cas9. Here, we will present a brief history of gene-editing tools and describe the wide range of CRISPR-based genome-targeting tools. We will conclude with future directions and the broader impact of CRISPR technologies.CRISPR has rapidly become an indispensable tool for biological research. Here Mazhar Adli reviews the current toolbox for editing and manipulating the genome and looks toward future developments in this fast moving field.",https://www.nature.com/articles/s41467-018-04252-2.pdf,
1102,"Kunling Chen, Yanpeng Wang, Rui Zhang, Huawei Zhang, Caixia Gao",CRISPR/Cas Genome Editing and Precision Plant Breeding in Agriculture.,2019,Annual review of plant biology,,https://www.semanticscholar.org/paper/502f78274a674833ff9f5d1816f00f5ee42b3e87,,65,2026-01-21 22:42:14,JournalArticle,10.1146/annurev-arplant-050718-100049,1543-5008,,70.0,,667.0,697.0,1102,157.43,220,5,7,"Enhanced agricultural production through innovative breeding technology is urgently needed to increase access to nutritious foods worldwide. Recent advances in CRISPR/Cas genome editing enable efficient targeted modification in most crops, thus promising to accelerate crop improvement. Here, we review advances in CRISPR/Cas9 and its variants and examine their applications in plant genome editing and related manipulations. We highlight base-editing tools that enable targeted nucleotide substitutions and describe the various delivery systems, particularly DNA-free methods, that have linked genome editing with crop breeding. We summarize the applications of genome editing for trait improvement, development of techniques for fine-tuning gene regulation, strategies for breeding virus resistance, and the use of high-throughput mutant libraries. We outline future perspectives for genome editing in plant synthetic biology and domestication, advances in delivery systems, editing specificity, homology-directed repair, and gene drives. Finally, we discuss the challenges and opportunities for precision plant breeding and its bright future in agriculture.",https://www.annualreviews.org/doi/pdf/10.1146/annurev-arplant-050718-100049,
