Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
17966,"R. Siegel, K. D. Miller, A. Jemal","Cancer statistics, 2020",2020,CA: A Cancer Journal for Clinicians,,https://www.semanticscholar.org/paper/65c387d38580518969e5790a117915f695b77847,,1,2026-01-21 21:31:12,JournalArticle,10.3322/caac.21590,0007-9235,,70.0,,,,17966,2994.33,5989,3,6,"Each year, the American Cancer Society estimates the numbers of new cancer cases and deaths that will occur in the United States and compiles the most recent data on population‐based cancer occurrence. Incidence data (through 2016) were collected by the Surveillance, Epidemiology, and End Results Program; the National Program of Cancer Registries; and the North American Association of Central Cancer Registries. Mortality data (through 2017) were collected by the National Center for Health Statistics. In 2020, 1,806,590 new cancer cases and 606,520 cancer deaths are projected to occur in the United States. The cancer death rate rose until 1991, then fell continuously through 2017, resulting in an overall decline of 29% that translates into an estimated 2.9 million fewer cancer deaths than would have occurred if peak rates had persisted. This progress is driven by long‐term declines in death rates for the 4 leading cancers (lung, colorectal, breast, prostate); however, over the past decade (2008‐2017), reductions slowed for female breast and colorectal cancers, and halted for prostate cancer. In contrast, declines accelerated for lung cancer, from 3% annually during 2008 through 2013 to 5% during 2013 through 2017 in men and from 2% to almost 4% in women, spurring the largest ever single‐year drop in overall cancer mortality of 2.2% from 2016 to 2017. Yet lung cancer still caused more deaths in 2017 than breast, prostate, colorectal, and brain cancers combined. Recent mortality declines were also dramatic for melanoma of the skin in the wake of US Food and Drug Administration approval of new therapies for metastatic disease, escalating to 7% annually during 2013 through 2017 from 1% during 2006 through 2010 in men and women aged 50 to 64 years and from 2% to 3% in those aged 20 to 49 years; annual declines of 5% to 6% in individuals aged 65 years and older are particularly striking because rates in this age group were increasing prior to 2013. It is also notable that long‐term rapid increases in liver cancer mortality have attenuated in women and stabilized in men. In summary, slowing momentum for some cancers amenable to early detection is juxtaposed with notable gains for other common cancers.",https://acsjournals.onlinelibrary.wiley.com/doi/pdfdirect/10.3322/caac.21590,
14352,"R. Siegel, K. D. Miller, A. Jemal","Cancer statistics, 2016",2016,CA: A Cancer Journal for Clinicians,,https://www.semanticscholar.org/paper/02e70a69005abf21219271f460161ea4d1650dd9,,2,2026-01-21 21:31:12,JournalArticle,10.3322/caac.21332,0007-9235,,66.0,,,,14352,1435.2,4784,3,10,"Each year, the American Cancer Society estimates the numbers of new cancer cases and deaths that will occur in the United States in the current year and compiles the most recent data on cancer incidence, mortality, and survival. Incidence data were collected by the National Cancer Institute (Surveillance, Epidemiology, and End Results [SEER] Program), the Centers for Disease Control and Prevention (National Program of Cancer Registries), and the North American Association of Central Cancer Registries. Mortality data were collected by the National Center for Health Statistics. In 2016, 1,685,210 new cancer cases and 595,690 cancer deaths are projected to occur in the United States. Overall cancer incidence trends (13 oldest SEER registries) are stable in women, but declining by 3.1% per year in men (from 2009‐2012), much of which is because of recent rapid declines in prostate cancer diagnoses. The cancer death rate has dropped by 23% since 1991, translating to more than 1.7 million deaths averted through 2012. Despite this progress, death rates are increasing for cancers of the liver, pancreas, and uterine corpus, and cancer is now the leading cause of death in 21 states, primarily due to exceptionally large reductions in death from heart disease. Among children and adolescents (aged birth‐19 years), brain cancer has surpassed leukemia as the leading cause of cancer death because of the dramatic therapeutic advances against leukemia. Accelerating progress against cancer requires both increased national investment in cancer research and the application of existing cancer control knowledge across all segments of the population. CA Cancer J Clin 2016;7–30. © 2015 American Cancer Society.",https://acsjournals.onlinelibrary.wiley.com/doi/pdfdirect/10.3322/caac.21332,
3685,"C. Tsao, A. Aday, Zaid I Almarzooq, Á. Alonso, A. Beaton, M. Bittencourt, A. Boehme, A. Buxton, A. Carson, Yvonne Commodore-Mensah, Mitchell S. V. Elkind, K. Evenson, Chete M. Eze-Nliam, J. Ferguson, Giuliano Generoso, J. Ho, Rizwan Kalani, S. Khan, B. Kissela, K. Knutson, D. Levine, T. Lewis, Junxiu Liu, M. Loop, Jun Ma, M. Mussolino, S. Navaneethan, Amanda M. Perak, Remy Poudel, M. Rezk-Hanna, Gregory A. Roth, Emily B. Schroeder, Svati H. Shah, E. Thacker, L. VanWagner, S. Virani, Jenifer H Voecks, Nae-Yuh Wang, K. Yaffe, S. Martin",Heart Disease and Stroke Statistics—2022 Update: A Report From the American Heart Association,2022,Circulation,,https://www.semanticscholar.org/paper/13b25afc49e1e8a86e2c12be7af54d96c9521efb,,26,2026-01-21 21:31:12,JournalArticle,10.1161/CIR.0000000000001052,0009-7322,,145.0,,,,3685,921.25,369,40,4,"Background: The American Heart Association, in conjunction with the National Institutes of Health, annually reports the most up-to-date statistics related to heart disease, stroke, and cardiovascular risk factors, including core health behaviors (smoking, physical activity, diet, and weight) and health factors (cholesterol, blood pressure, and glucose control) that contribute to cardiovascular health. The Statistical Update presents the latest data on a range of major clinical heart and circulatory disease conditions (including stroke, congenital heart disease, rhythm disorders, subclinical atherosclerosis, coronary heart disease, heart failure, valvular disease, venous disease, and peripheral artery disease) and the associated outcomes (including quality of care, procedures, and economic costs). Methods: The American Heart Association, through its Statistics Committee, continuously monitors and evaluates sources of data on heart disease and stroke in the United States to provide the most current information available in the annual Statistical Update. The 2022 Statistical Update is the product of a full year’s worth of effort by dedicated volunteer clinicians and scientists, committed government professionals, and American Heart Association staff members. This year’s edition includes data on the monitoring and benefits of cardiovascular health in the population and an enhanced focus on social determinants of health, adverse pregnancy outcomes, vascular contributions to brain health, and the global burden of cardiovascular disease and healthy life expectancy. Results: Each of the chapters in the Statistical Update focuses on a different topic related to heart disease and stroke statistics. Conclusions: The Statistical Update represents a critical resource for the lay public, policymakers, media professionals, clinicians, health care administrators, researchers, health advocates, and others seeking the best available data on these factors and conditions.",https://www.ahajournals.org/doi/pdf/10.1161/CIR.0000000000001052,
7045,"Clare Bycroft, C. Freeman, D. Petkova, G. Band, L. Elliott, Kevin Sharp, A. Motyer, Damjan Vukcevic, Olivier Delaneau, Jared O'Connell, A. Cortes, S. Welsh, Alan Young, Mark Effingham, G. McVean, S. Leslie, N. Allen, P. Donnelly, J. Marchini",The UK Biobank resource with deep phenotyping and genomic data,2018,Nature,,https://www.semanticscholar.org/paper/a9cc79a5df0f7802145401b464e4bb30c23b8efa,,9,2026-01-21 21:31:12,JournalArticle,10.1038/s41586-018-0579-z,0028-0836,,562.0,,203.0,209.0,7045,880.63,705,19,8,"The UK Biobank project is a prospective cohort study with deep genetic and phenotypic data collected on approximately 500,000 individuals from across the United Kingdom, aged between 40 and 69 at recruitment. The open resource is unique in its size and scope. A rich variety of phenotypic and health-related information is available on each participant, including biological measurements, lifestyle indicators, biomarkers in blood and urine, and imaging of the body and brain. Follow-up information is provided by linking health and medical records. Genome-wide genotype data have been collected on all participants, providing many opportunities for the discovery of new genetic associations and the genetic bases of complex traits. Here we describe the centralized analysis of the genetic data, including genotype quality, properties of population structure and relatedness of the genetic data, and efficient phasing and genotype imputation that increases the number of testable variants to around 96 million. Classical allelic variation at 11 human leukocyte antigen genes was imputed, resulting in the recovery of signals with known associations between human leukocyte antigen alleles and many diseases. Deep phenotype and genome-wide genetic data from 500,000 individuals from the UK Biobank, describing population structure and relatedness in the cohort, and imputation to increase the number of testable variants to 96 million.",https://www.nature.com/articles/s41586-018-0579-z.pdf,
3532,"S. Virani, Á. Alonso, Hugo J Aparicio, E. Benjamin, M. Bittencourt, C. Callaway, A. Carson, A. Chamberlain, Susan Cheng, F. Delling, M. Elkind, K. Evenson, J. Ferguson, D. Gupta, S. Khan, B. Kissela, K. Knutson, Chong-Do Lee, T. Lewis, Junxiu Liu, M. Loop, P. Lutsey, Jun Ma, J. Mackey, S. Martin, D. Matchar, M. Mussolino, S. Navaneethan, Amanda M. Perak, Gregory A. Roth, Zainab Samad, G. Satou, Emily B. Schroeder, Svati H. Shah, C. Shay, A. Stokes, L. VanWagner, Nae-Yuh Wang, C. Tsao",Heart Disease and Stroke Statistics-2021 Update: A Report From the American Heart Association.,2021,Circulation,,https://www.semanticscholar.org/paper/390457e4638910caace15396140a81ee81487e8a,,28,2026-01-21 21:31:12,JournalArticle,10.1161/CIR.0000000000000950,0009-7322,,,,,,3532,706.4,353,39,5,"BACKGROUND The American Heart Association, in conjunction with the National Institutes of Health, annually reports the most up-to-date statistics related to heart disease, stroke, and cardiovascular risk factors, including core health behaviors (smoking, physical activity, diet, and weight) and health factors (cholesterol, blood pressure, and glucose control) that contribute to cardiovascular health. The Statistical Update presents the latest data on a range of major clinical heart and circulatory disease conditions (including stroke, congenital heart disease, rhythm disorders, subclinical atherosclerosis, coronary heart disease, heart failure, valvular disease, venous disease, and peripheral artery disease) and the associated outcomes (including quality of care, procedures, and economic costs). METHODS The American Heart Association, through its Statistics Committee, continuously monitors and evaluates sources of data on heart disease and stroke in the United States to provide the most current information available in the annual Statistical Update. The 2021 Statistical Update is the product of a full year's worth of effort by dedicated volunteer clinicians and scientists, committed government professionals, and American Heart Association staff members. This year's edition includes data on the monitoring and benefits of cardiovascular health in the population, an enhanced focus on social determinants of health, adverse pregnancy outcomes, vascular contributions to brain health, the global burden of cardiovascular disease, and further evidence-based approaches to changing behaviors related to cardiovascular disease. RESULTS Each of the 27 chapters in the Statistical Update focuses on a different topic related to heart disease and stroke statistics. CONCLUSIONS The Statistical Update represents a critical resource for the lay public, policy makers, media professionals, clinicians, health care administrators, researchers, health advocates, and others seeking the best available data on these factors and conditions.",https://www.ahajournals.org/doi/pdf/10.1161/CIR.0000000000000950,
12823,"D. Louis, H. Ohgaki, O. Wiestler, W. Cavenee, P. Burger, A. Jouvet, B. Scheithauer, P. Kleihues",The 2007 WHO Classification of Tumours of the Central Nervous System,2007,Acta Neuropathologica,,https://www.semanticscholar.org/paper/85648eadb648f2f15adf2fe7cacf60101ec861cb,,4,2026-01-21 21:31:12,Review,10.1007/s00401-007-0243-4,0001-6322,,114.0,,97.0,109.0,12823,674.89,1603,8,19,"The fourth edition of the World Health Organization (WHO) classification of tumours of the central nervous system, published in 2007, lists several new entities, including angiocentric glioma, papillary glioneuronal tumour, rosette-forming glioneuronal tumour of the fourth ventricle, papillary tumour of the pineal region, pituicytoma and spindle cell oncocytoma of the adenohypophysis. Histological variants were added if there was evidence of a different age distribution, location, genetic profile or clinical behaviour; these included pilomyxoid astrocytoma, anaplastic medulloblastoma and medulloblastoma with extensive nodularity. The WHO grading scheme and the sections on genetic profiles were updated and the rhabdoid tumour predisposition syndrome was added to the list of familial tumour syndromes typically involving the nervous system. As in the previous, 2000 edition of the WHO ‘Blue Book’, the classification is accompanied by a concise commentary on clinico-pathological characteristics of each tumour type. The 2007 WHO classification is based on the consensus of an international Working Group of 25 pathologists and geneticists, as well as contributions from more than 70 international experts overall, and is presented as the standard for the definition of brain tumours to the clinical oncology and cancer research communities world-wide.",https://link.springer.com/content/pdf/10.1007/s00401-007-0243-4.pdf,
1275,"Seth S. Martin, A. Aday, Zaid I Almarzooq, Cheryl A M Anderson, Pankaj Arora, Christy L Avery, C. Baker-Smith, Bethany Barone Gibbs, Andrea Z Beaton, Amelia K Boehme, Yvonne Commodore-Mensah, Maria E Currie, Mitchell S. V. Elkind, K. Evenson, Giuliano Generoso, Debra G Heard, Swapnil Hiremath, Michelle C. Johansen, Rizwan Kalani, Dhruv S. Kazi, Darae Ko, Junxiu Liu, Jared W. Magnani, E. Michos, M. Mussolino, S. Navaneethan, N. Parikh, Sarah M. Perman, Remy Poudel, M. Rezk-Hanna, G. Roth, Nilay S Shah, M. St-Onge, Evan L. Thacker, C. Tsao, Sarah M. Urbut, H. V. Van Spall, Jenifer H. Voeks, Nae-Yuh Wang, Nathan D. Wong, Sally S Wong, Kristine Yaffe, Latha P. Palaniappan",2024 Heart Disease and Stroke Statistics: A Report of US and Global Data From the American Heart Association,2024,Circulation,,https://www.semanticscholar.org/paper/596e369457b051733d5a93e8eaea85c264d3b5b9,,132,2026-01-21 21:31:12,Review,10.1161/CIR.0000000000001209,0009-7322,,149.0,,,,1275,637.5,128,43,2,"BACKGROUND: The American Heart Association (AHA), in conjunction with the National Institutes of Health, annually reports the most up-to-date statistics related to heart disease, stroke, and cardiovascular risk factors, including core health behaviors (smoking, physical activity, nutrition, sleep, and obesity) and health factors (cholesterol, blood pressure, glucose control, and metabolic syndrome) that contribute to cardiovascular health. The AHA Heart Disease and Stroke Statistical Update presents the latest data on a range of major clinical heart and circulatory disease conditions (including stroke, brain health, complications of pregnancy, kidney disease, congenital heart disease, rhythm disorders, sudden cardiac arrest, subclinical atherosclerosis, coronary heart disease, cardiomyopathy, heart failure, valvular disease, venous thromboembolism, and peripheral artery disease) and the associated outcomes (including quality of care, procedures, and economic costs). METHODS: The AHA, through its Epidemiology and Prevention Statistics Committee, continuously monitors and evaluates sources of data on heart disease and stroke in the United States and globally to provide the most current information available in the annual Statistical Update with review of published literature through the year before writing. The 2024 AHA Statistical Update is the product of a full year’s worth of effort in 2023 by dedicated volunteer clinicians and scientists, committed government professionals, and AHA staff members. The AHA strives to further understand and help heal health problems inflicted by structural racism, a public health crisis that can significantly damage physical and mental health and perpetuate disparities in access to health care, education, income, housing, and several other factors vital to healthy lives. This year’s edition includes additional global data, as well as data on the monitoring and benefits of cardiovascular health in the population, with an enhanced focus on health equity across several key domains. RESULTS: Each of the chapters in the Statistical Update focuses on a different topic related to heart disease and stroke statistics. CONCLUSIONS: The Statistical Update represents a critical resource for the lay public, policymakers, media professionals, clinicians, health care administrators, researchers, health advocates, and others seeking the best available data on these factors and conditions.",https://doi.org/10.1161/cir.0000000000001209,
2115,"Kaijian Hou, Zhuoxun Wu, Xuan-Yu Chen, Jing-Quan Wang, Dongya Zhang, Chuan Xiao, D. Zhu, Jagadish B. Koya, Liuya Wei, Jilin Li, Zhe‐Sheng Chen",Microbiota in health and diseases,2022,Signal Transduction and Targeted Therapy,,https://www.semanticscholar.org/paper/26f5386a6e6419abee8a8b24c6fb3cf9922ae4ba,,62,2026-01-21 21:31:12,Review,10.1038/s41392-022-00974-4,2059-3635,,7.0,,,,2115,528.75,212,11,4,"The role of microbiota in health and diseases is being highlighted by numerous studies since its discovery. Depending on the localized regions, microbiota can be classified into gut, oral, respiratory, and skin microbiota. The microbial communities are in symbiosis with the host, contributing to homeostasis and regulating immune function. However, microbiota dysbiosis can lead to dysregulation of bodily functions and diseases including cardiovascular diseases (CVDs), cancers, respiratory diseases, etc. In this review, we discuss the current knowledge of how microbiota links to host health or pathogenesis. We first summarize the research of microbiota in healthy conditions, including the gut-brain axis, colonization resistance and immune modulation. Then, we highlight the pathogenesis of microbiota dysbiosis in disease development and progression, primarily associated with dysregulation of community composition, modulation of host immune response, and induction of chronic inflammation. Finally, we introduce the clinical approaches that utilize microbiota for disease treatment, such as microbiota modulation and fecal microbial transplantation.",https://www.nature.com/articles/s41392-022-00974-4.pdf,
382,"A. Nihart, Marcus A. Garcia, Eliane El Hayek, Rui Liu, Marian Olewine, Josiah D Kingston, Eliseo F. Castillo, Rama R. Gullapalli, Tamara Howard, Barry E. Bleske, Justin Scott, J. González-Estrella, Jessica M. Gross, Michael Spilde, Natalie Adolphi, Daniel F Gallego, Heather S. Jarrell, Gabrielle Dvorscak, Maria E Zuluaga-Ruiz, A. West, Matthew J. Campen",Bioaccumulation of microplastics in decedent human brains,2025,Nature Medicine,,https://www.semanticscholar.org/paper/c0a3184a8aab7ab1310d1fe5c45c96ddea1a3d0e,,826,2026-01-21 21:31:12,JournalArticle,10.1038/s41591-024-03453-1,1078-8956,,31.0,,1114.0,1119.0,382,382.0,38,21,1,"Rising global concentrations of environmental microplastics and nanoplastics (MNPs) drive concerns for human exposure and health outcomes. Complementary methods for the robust detection of tissue MNPs, including pyrolysis gas chromatography–mass spectrometry, attenuated total reflectance–Fourier transform infrared spectroscopy and electron microscopy with energy-dispersive spectroscopy, confirm the presence of MNPs in human kidney, liver and brain. MNPs in these organs primarily consist of polyethylene, with lesser but significant concentrations of other polymers. Brain tissues harbor higher proportions of polyethylene compared to the composition of the plastics in liver or kidney, and electron microscopy verified the nature of the isolated brain MNPs, which present largely as nanoscale shard-like fragments. Plastic concentrations in these decedent tissues were not influenced by age, sex, race/ethnicity or cause of death; the time of death (2016 versus 2024) was a significant factor, with increasing MNP concentrations over time in both liver and brain samples (P = 0.01). Finally, even greater accumulation of MNPs was observed in a cohort of decedent brains with documented dementia diagnosis, with notable deposition in cerebrovascular walls and immune cells. These results highlight a critical need to better understand the routes of exposure, uptake and clearance pathways and potential health consequences of plastics in human tissues, particularly in the brain. Pyrolysis gas chromatography–mass spectrometry reveals the presence of microplastics and nanoplastics in human kidney, liver and brain tissue samples from 2016 and 2024, with higher proportions found in the brain.",https://doi.org/10.1038/s41591-024-03453-1,
377,"Seth S. Martin, A. Aday, Norrina B Allen, Zaid I Almarzooq, Cheryl A M Anderson, Pankaj Arora, Christy L Avery, C. Baker-Smith, N. Bansal, Andrea Z Beaton, Yvonne Commodore-Mensah, Maria E Currie, Mitchell S. V. Elkind, W. Fan, Giuliano Generoso, B. Gibbs, Debra G Heard, Swapnil Hiremath, Michelle C. Johansen, Dhruv S. Kazi, Darae Ko, M. Leppert, Jared W. Magnani, Erin D Michos, M. Mussolino, N. Parikh, Sarah M. Perman, M. Rezk-Hanna, G. Roth, Nilay S Shah, Mellanie V Springer, M. St-Onge, Evan L. Thacker, Sarah M. Urbut, H. V. Van Spall, Jenifer H. Voeks, S. Whelton, Nathan D. Wong, Sally S Wong, Kristine Yaffe, Latha P. Palaniappan",2025 Heart Disease and Stroke Statistics: A Report of US and Global Data From the American Heart Association,2025,Circulation,,https://www.semanticscholar.org/paper/078bdffcd4e0fb448b9645c7077f34d5c03864d3,,847,2026-01-21 21:31:12,Review,10.1161/CIR.0000000000001303,0009-7322,,151.0,,,,377,377.0,38,41,1,"BACKGROUND: The American Heart Association (AHA), in conjunction with the National Institutes of Health, annually reports the most up-to-date statistics related to heart disease, stroke, and cardiovascular risk factors, including core health behaviors (smoking, physical activity, nutrition, sleep, and obesity) and health factors (cholesterol, blood pressure, glucose control, and metabolic syndrome) that contribute to cardiovascular health. The AHA Heart Disease and Stroke Statistical Update presents the latest data on a range of major clinical heart and circulatory disease conditions (including stroke, brain health, complications of pregnancy, kidney disease, congenital heart disease, rhythm disorders, sudden cardiac arrest, subclinical atherosclerosis, coronary heart disease, cardiomyopathy, heart failure, valvular disease, venous thromboembolism, and peripheral artery disease) and the associated outcomes (including quality of care, procedures, and economic costs). METHODS: The AHA, through its Epidemiology and Prevention Statistics Committee, continuously monitors and evaluates sources of data on heart disease and stroke in the United States and globally to provide the most current information available in the annual Statistical Update with review of published literature through the year before writing. The 2025 AHA Statistical Update is the product of a full year’s worth of effort in 2024 by dedicated volunteer clinicians and scientists, committed government professionals, and AHA staff members. This year’s edition includes a continued focus on health equity across several key domains and enhanced global data that reflect improved methods and incorporation of ≈3000 new data sources since last year’s Statistical Update. RESULTS: Each of the chapters in the Statistical Update focuses on a different topic related to heart disease and stroke statistics. CONCLUSIONS: The Statistical Update represents a critical resource for the lay public, policymakers, media professionals, clinicians, health care administrators, researchers, health advocates, and others seeking the best available data on these factors and conditions.",,
