Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
1579,"Eva van Zelm, Yanxia Zhang, C. Testerink",Salt Tolerance Mechanisms of Plants.,2020,Annual review of plant biology,,https://www.semanticscholar.org/paper/f47f56febe8173ca59442547915c5ff7375419ad,,42,2026-01-21 20:54:01,JournalArticle,10.1146/annurev-arplant-050718-100005,1543-5008,,,,,,1579,263.17,526,3,6,"Crop loss due to soil salinization is an increasing threat to agriculture worldwide. This review provides an overview of cellular and physiological mechanisms in plant responses to salt. We place cellular responses in a time- and tissue-dependent context in order to link them to observed phases in growth rate that occur in response to stress. Recent advances in phenotyping can now functionally or genetically link cellular signaling responses, ion transport, water management, and gene expression to growth, development, and survival. Halophytes, which are naturally salt-tolerant plants, are highlighted as success stories to learn from. We emphasize that (a) filling the major knowledge gaps in salt-induced signaling pathways, (b) increasing the spatial and temporal resolution of our knowledge of salt stress responses, (c) discovering and considering crop-specific responses, and (d) including halophytes in our comparative studies are all essential in order to take our approaches to increasing crop yields in saline soils to the next level. Expected final online publication date for the Annual Review of Plant Biology, Volume 71 is April 29, 2020. Please see http://www.annualreviews.org/page/journal/pubdates for revised estimates.",,
4027,"J. Schmutz, S. Cannon, J. Schlueter, Jianxin Ma, T. Mitros, W. Nelson, D. Hyten, Q. Song, J. Thelen, Jianlin Cheng, Dong Xu, U. Hellsten, G. May, Yeisoo Yu, Tetsuya Sakurai, T. Umezawa, M. Bhattacharyya, D. Sandhu, B. Valliyodan, E. Lindquist, Myron Peto, D. Grant, S. Shu, D. Goodstein, K. Barry, Montona Futrell-Griggs, Brian Abernathy, Jianchang Du, Zhixi Tian, Liucun Zhu, N. Gill, T. Joshi, Marc Libault, A. Sethuraman, Xue-Cheng Zhang, K. Shinozaki, H. Nguyen, R. Wing, P. Cregan, J. Specht, J. Grimwood, D. Rokhsar, G. Stacey, R. Shoemaker, S. Jackson",Genome sequence of the palaeopolyploid soybean,2010,Nature,,https://www.semanticscholar.org/paper/f8b224e7119a55974f62a25727de7d2bde9443db,,3,2026-01-21 20:54:01,JournalArticle,10.1038/nature08670,0028-0836,,463.0,,178.0,183.0,4027,251.69,403,45,16,"Soybean (Glycine max) is one of the most important crop plants for seed protein and oil content, and for its capacity to fix atmospheric nitrogen through symbioses with soil-borne microorganisms. We sequenced the 1.1-gigabase genome by a whole-genome shotgun approach and integrated it with physical and high-density genetic maps to create a chromosome-scale draft sequence assembly. We predict 46,430 protein-coding genes, 70% more than Arabidopsis and similar to the poplar genome which, like soybean, is an ancient polyploid (palaeopolyploid). About 78% of the predicted genes occur in chromosome ends, which comprise less than one-half of the genome but account for nearly all of the genetic recombination. Genome duplications occurred at approximately 59 and 13 million years ago, resulting in a highly duplicated genome with nearly 75% of the genes present in multiple copies. The two duplication events were followed by gene diversification and loss, and numerous chromosome rearrangements. An accurate soybean genome sequence will facilitate the identification of the genetic basis of many soybean traits, and accelerate the creation of improved soybean varieties.",https://www.nature.com/articles/nature08670.pdf,
704,"Joy Y. Wang, J. Doudna",CRISPR technology: A decade of genome editing is only the beginning,2023,Science,,https://www.semanticscholar.org/paper/04992d7174dc01ef8c488f580deb7414b11d54c7,,216,2026-01-21 20:54:01,Review,10.1126/science.add8643,0193-4511,,379.0,,,,704,234.67,352,2,3,"The advent of clustered regularly interspaced short palindromic repeat (CRISPR) genome editing, coupled with advances in computing and imaging capabilities, has initiated a new era in which genetic diseases and individual disease susceptibilities are both predictable and actionable. Likewise, genes responsible for plant traits can be identified and altered quickly, transforming the pace of agricultural research and plant breeding. In this Review, we discuss the current state of CRISPR-mediated genetic manipulation in human cells, animals, and plants along with relevant successes and challenges and present a roadmap for the future of this technology. Description A decade of CRISPR In the decade since the publication of CRISPR-Cas9 as a genome-editing technology, the CRISPR toolbox and its applications have profoundly changed basic and applied biological research. Wang and Doudna now review the origins and utility of CRISPR-based genome editing, the successes and current limitations of the technology, and where innovation and engineering are needed. The authors describe important advances in the development of CRISPR genome-editing technology and make predictions about where the field is headed. They also highlight specific examples in medicine and agriculture that show how CRISPR is already affecting society, with exciting opportunities for the future. —DJ A review discusses the current state of CRISPR-mediated genetic manipulation in human cells, animals, and plants and considers its future potential. BACKGROUND The fields of molecular biology, genetics, and genomics are at a critical juncture—a moment in history when a convergence of knowledge and methods has made it both technically possible and incredibly useful to edit specific base pairs or segments of DNA in cells and living organisms. The advent of clustered regularly interspaced short palindromic repeat (CRISPR) genome editing, coupled with advances in computing and imaging capabilities, has initiated a new era in which we can not only diagnose human diseases and even predict individual susceptibility based on personal genetics but also act on that information. Likewise, we can both identify and rapidly alter genes responsible for plant traits, transforming the pace of agricultural research and plant breeding. The applications of this technology convergence are profound and far reaching—and they are happening now. In the decade since the publication of CRISPR-Cas9 as a genome editing technology, the CRISPR toolbox and its applications have profoundly changed biological research, impacting not only patients with genetic diseases but also agricultural practices and products. As a specific example from the field of genomic medicine, it has become feasible to obtain a complete sequence of the human genome in less than 24 hours—a staggering advance considering the first such sequence took 5 years to generate. Notably, designing and putting to use a potent CRISPR genome editor to obtain clinically actionable information from that genome—previously a near-intractable challenge—now takes only a matter of days. For additional background and related topics, we refer readers to in-depth reviews of the microbiology and structural biology of CRISPR systems and to articles about the considerable ethical and societal challenges of this technology. ADVANCES The past decade has witnessed the discovery, engineering, and deployment of RNA-programmed genome editors across many applications. By leveraging CRISPR-Cas9’s most fundamental activity to create a targeted genetic disruption in a gene or gene regulatory element, scientists have built successful platforms for the rapid creation of knockout mice and other animal models, genetic screening, and multiplexed editing. Beyond traditional CRISPR-Cas9–induced knockouts, base editing—a technology utilizing engineered Cas9’s fused to enzymes that alter the chemical nature of DNA bases—has also provided a highly useful strategy to generate site-specific and precise point mutations. Over the past decade, scientists have utilized CRISPR technology as a readily adaptable tool to probe biological function, dissect genetic interactions, and inform strategies to combat human diseases and engineer crops. This Review covers the origins and successes of CRISPR-based genome editing and discusses the most pressing challenges, which include improving editing accuracy and precision, implementing strategies for precise programmable genetic sequence insertions, improving targeted delivery of CRISPR editors, and increasing access and affordability. We examine current efforts addressing these challenges, including emerging gene insertion technologies and new delivery modalities, and describe where further innovation and engineering are needed. CRISPR genome editors are already being deployed in medicine and agriculture, and this Review highlights key examples, including a CRISPR-based therapy treating sickle cell disease, a more nutritious CRISPR-edited tomato, and a high-yield, disease-resistant CRISPR-edited wheat, to illustrate CRISPR’s current and potential future impacts in society. OUTLOOK In the decade ahead, genome editing research and applications will continue to expand and will intersect with advances in technologies, such as machine learning, live cell imaging, and sequencing. A combination of discovery and engineering will diversify and refine the CRISPR toolbox to combat current challenges and enable more wide-ranging applications in both fundamental and applied research. Just as during the advent of CRISPR genome editing, a combination of scientific curiosity and the desire to benefit society will drive the next decade of innovation in CRISPR technology. CRISPR: past, present, and future. The past decade of CRISPR technology has focused on building the platforms for generating gene knockouts, creating knockout mice and other animal models, genetic screening, and multiplexed editing. CRISPR’s applications in medicine and agriculture are already beginning and will serve as the focus for the next decade as society’s demands drive further innovation in CRISPR technology.",,
2911,"Shusei Sato, S. Tabata, H. Hirakawa, E. Asamizu, K. Shirasawa, S. Isobe, T. Kaneko, Yasukazu Nakamura, D. Shibata, K. Aoki, M. Egholm, James R. Knight, R. Bogden, Changbao Li, Yang Shuang, Xun Xu, S. Pan, Shifeng Cheng, Xin Liu, Yuanyuan Ren, Jun Wang, A. Albiero, F. Pero, S. Todesco, J. Eck, Robert M. Buels, A. Bombarely, J. Gosselin, Minyun Huang, J. Leto, Naama Menda, S. Strickler, Linyong Mao, Shan Gao, I. Tecle, T. York, Yi Zheng, J. Vrebalov, Je Min Lee, S. Zhong, L. Mueller, W. Stiekema, Paolo Ribeca, T. Alioto, Wencai Yang, Sanwen Huang, Yong-chen Du, Zhonghua Zhang, Jianchang Gao, Yan-mei Guo, Xiaoxuan Wang, Ying Li, Jun He, Chuanyou Li, Zhukuan Cheng, Jianru Zuo, Jianfeng Ren, Jiuhai Zhao, Liuhua Yan, Hongling Jiang, Baoliang Wang, Hongshuang Li, Zhen-jun Li, F. Fu, Bingtang Chen, B. Han, Qi Feng, Danlin Fan, Ying Wang, H. Ling, Yongbiao Xue, D. Ware, W. McCombie, Z. Lippman, Jer-Ming Chia, K. Jiang, S. Pasternak, Laura Gelley, M. Kramer, L. Anderson, Song-Bin Chang, S. Royer, L. Shearer, S. Stack, J. Rose, Yimin Xu, N. T. Eannetta, A. Matas, R. McQuinn, S. Tanksley, F. Camara, R. Guigó, S. Rombauts, Jeffrey A. Fawcett, Y. Peer, D. Zamir, Chunbo Liang, M. Spannagl, H. Gundlach, R. Bruggmann",The tomato genome sequence provides insights into fleshy fruit evolution,2012,Nature,,https://www.semanticscholar.org/paper/e42969b214273fc59fb49b31e4a670da0476676c,,11,2026-01-21 20:54:01,JournalArticle,10.1038/nature11119,0028-0836,,485.0,,635.0,641.0,2911,207.93,291,100,14,"Tomato (Solanum lycopersicum) is a major crop plant and a model system for fruit development. Solanum is one of the largest angiosperm genera and includes annual and perennial plants from diverse habitats. Here we present a high-quality genome sequence of domesticated tomato, a draft sequence of its closest wild relative, Solanum pimpinellifolium, and compare them to each other and to the potato genome (Solanum tuberosum). The two tomato genomes show only 0.6% nucleotide divergence and signs of recent admixture, but show more than 8% divergence from potato, with nine large and several smaller inversions. In contrast to Arabidopsis, but similar to soybean, tomato and potato small RNAs map predominantly to gene-rich chromosomal regions, including gene promoters. The Solanum lineage has experienced two consecutive genome triplications: one that is ancient and shared with rosids, and a more recent one. These triplications set the stage for the neofunctionalization of genes controlling fruit characteristics, such as colour and fleshiness.",https://www.nature.com/articles/nature11119.pdf,
1820,"Tian Tian, Yue Liu, Hengyu Yan, Qi You, Xin Yi, Zhou Du, Wenying Xu, Zhen Su","agriGO v2.0: a GO analysis toolkit for the agricultural community, 2017 update",2017,Nucleic Acids Research,,https://www.semanticscholar.org/paper/c6ff37027fd133219020c7920e4ff6e0ec362772,,31,2026-01-21 20:54:01,JournalArticle,10.1093/nar/gkx382,,,45.0,,,,1820,202.22,228,8,9,"Abstract The agriGO platform, which has been serving the scientific community for >10 years, specifically focuses on gene ontology (GO) enrichment analyses of plant and agricultural species. We continuously maintain and update the databases and accommodate the various requests of our global users. Here, we present our updated agriGO that has a largely expanded number of supporting species (394) and datatypes (865). In addition, a larger number of species have been classified into groups covering crops, vegetables, fish, birds and insects closely related to the agricultural community. We further improved the computational efficiency, including the batch analysis and P-value distribution (PVD), and the user-friendliness of the web pages. More visualization features were added to the platform, including SEACOMPARE (cross comparison of singular enrichment analysis), direct acyclic graph (DAG) and Scatter Plots, which can be merged by choosing any significant GO term. The updated platform agriGO v2.0 is now publicly accessible at http://systemsbiology.cau.edu.cn/agriGOv2/.",https://academic.oup.com/nar/article-pdf/45/W1/W122/23741100/gkx382.pdf,
3519,"O. Jaillon, J. Aury, B. Noel, A. Policriti, C. Clépet, A. Casagrande, N. Choisne, S. Aubourg, N. Vitulo, Claire Jubin, A. Vezzi, F. Legeai, P. Hugueney, C. Dasilva, D. Horner, E. Mica, D. Jublot, J. Poulain, Clémence Bruyère, A. Billault, Béatrice Segurens, M. Gouyvenoux, Edgardo Ugarte, F. Cattonaro, Véronique Anthouard, V. Vico, Cristian Del Fabbro, M. Alaux, G. Di Gaspero, V. Dumas, Nicoletta Felice, S. Paillard, Irena Juman, M. Moroldo, S. Scalabrin, Aurélie Canaguier, I. Le Clainche, G. Malacrida, E. Durand, G. Pesole, V. Laucou, P. Chatelet, D. Merdinoglu, M. Delledonne, M. Pezzotti, A. Lecharny, Claude Scarpelli, F. Artiguenave, M. E. Pè, G. Valle, M. Morgante, M. Caboche, A. Adam-Blondon, J. Weissenbach, F. Quétier, P. Wincker",The grapevine genome sequence suggests ancestral hexaploidization in major angiosperm phyla,2007,Nature,,https://www.semanticscholar.org/paper/b2a15830b178f9344c3dbe5f3bb4c74ed02559ba,,8,2026-01-21 20:54:01,JournalArticle,10.1038/nature06148,0028-0836,,449.0,,463.0,467.0,3519,185.21,352,56,19,"The analysis of the first plant genomes provided unexpected evidence for genome duplication events in species that had previously been considered as true diploids on the basis of their genetics. These polyploidization events may have had important consequences in plant evolution, in particular for species radiation and adaptation and for the modulation of functional capacities. Here we report a high-quality draft of the genome sequence of grapevine (Vitis vinifera) obtained from a highly homozygous genotype. The draft sequence of the grapevine genome is the fourth one produced so far for flowering plants, the second for a woody species and the first for a fruit crop (cultivated for both fruit and beverage). Grapevine was selected because of its important place in the cultural heritage of humanity beginning during the Neolithic period. Several large expansions of gene families with roles in aromatic features are observed. The grapevine genome has not undergone recent genome duplication, thus enabling the discovery of ancestral traits and features of the genetic organization of flowering plants. This analysis reveals the contribution of three ancestral genomes to the grapevine haploid content. This ancestral arrangement is common to many dicotyledonous plants but is absent from the genome of rice, which is a monocotyledon. Furthermore, we explain the chronology of previously described whole-genome duplication events in the evolution of flowering plants.",https://www.nature.com/articles/nature06148.pdf,
2067,"S. Ratnasingham, P. Hebert",A DNA-Based Registry for All Animal Species: The Barcode Index Number (BIN) System,2013,PLoS ONE,,https://www.semanticscholar.org/paper/300bf50905509a4b8cf8604af1435c72272475b1,,24,2026-01-21 20:54:01,JournalArticle,10.1371/journal.pone.0066213,1932-6203,,8.0,,,,2067,159.0,1034,2,13,"Because many animal species are undescribed, and because the identification of known species is often difficult, interim taxonomic nomenclature has often been used in biodiversity analysis. By assigning individuals to presumptive species, called operational taxonomic units (OTUs), these systems speed investigations into the patterning of biodiversity and enable studies that would otherwise be impossible. Although OTUs have conventionally been separated through their morphological divergence, DNA-based delineations are not only feasible, but have important advantages. OTU designation can be automated, data can be readily archived, and results can be easily compared among investigations. This study exploits these attributes to develop a persistent, species-level taxonomic registry for the animal kingdom based on the analysis of patterns of nucleotide variation in the barcode region of the cytochrome c oxidase I (COI) gene. It begins by examining the correspondence between groups of specimens identified to a species through prior taxonomic work and those inferred from the analysis of COI sequence variation using one new (RESL) and four established (ABGD, CROP, GMYC, jMOTU) algorithms. It subsequently describes the implementation, and structural attributes of the Barcode Index Number (BIN) system. Aside from a pragmatic role in biodiversity assessments, BINs will aid revisionary taxonomy by flagging possible cases of synonymy, and by collating geographical information, descriptive metadata, and images for specimens that are likely to belong to the same species, even if it is undescribed. More than 274,000 BIN web pages are now available, creating a biodiversity resource that is positioned for rapid growth.",https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0066213&type=printable,
1102,"Kunling Chen, Yanpeng Wang, Rui Zhang, Huawei Zhang, Caixia Gao",CRISPR/Cas Genome Editing and Precision Plant Breeding in Agriculture.,2019,Annual review of plant biology,,https://www.semanticscholar.org/paper/502f78274a674833ff9f5d1816f00f5ee42b3e87,,91,2026-01-21 20:54:01,JournalArticle,10.1146/annurev-arplant-050718-100049,1543-5008,,70.0,,667.0,697.0,1102,157.43,220,5,7,"Enhanced agricultural production through innovative breeding technology is urgently needed to increase access to nutritious foods worldwide. Recent advances in CRISPR/Cas genome editing enable efficient targeted modification in most crops, thus promising to accelerate crop improvement. Here, we review advances in CRISPR/Cas9 and its variants and examine their applications in plant genome editing and related manipulations. We highlight base-editing tools that enable targeted nucleotide substitutions and describe the various delivery systems, particularly DNA-free methods, that have linked genome editing with crop breeding. We summarize the applications of genome editing for trait improvement, development of techniques for fine-tuning gene regulation, strategies for breeding virus resistance, and the use of high-throughput mutant libraries. We outline future perspectives for genome editing in plant synthetic biology and domestication, advances in delivery systems, editing specificity, homology-directed repair, and gene drives. Finally, we discuss the challenges and opportunities for precision plant breeding and its bright future in agriculture.",https://www.annualreviews.org/doi/pdf/10.1146/annurev-arplant-050718-100049,
1831,"M. Hasanuzzaman, K. Nahar, M. Alam, R. Roychowdhury, M. Fujita","Physiological, Biochemical, and Molecular Mechanisms of Heat Stress Tolerance in Plants",2013,International Journal of Molecular Sciences,,https://www.semanticscholar.org/paper/8ed25e68a2ff2719842a48ebc99da5c07ad66954,,30,2026-01-21 20:54:01,Review,10.3390/ijms14059643,1422-0067,,14.0,,9643.0,9684.0,1831,140.85,366,5,13,"High temperature (HT) stress is a major environmental stress that limits plant growth, metabolism, and productivity worldwide. Plant growth and development involve numerous biochemical reactions that are sensitive to temperature. Plant responses to HT vary with the degree and duration of HT and the plant type. HT is now a major concern for crop production and approaches for sustaining high yields of crop plants under HT stress are important agricultural goals. Plants possess a number of adaptive, avoidance, or acclimation mechanisms to cope with HT situations. In addition, major tolerance mechanisms that employ ion transporters, proteins, osmoprotectants, antioxidants, and other factors involved in signaling cascades and transcriptional control are activated to offset stress-induced biochemical and physiological alterations. Plant survival under HT stress depends on the ability to perceive the HT stimulus, generate and transmit the signal, and initiate appropriate physiological and biochemical changes. HT-induced gene expression and metabolite synthesis also substantially improve tolerance. The physiological and biochemical responses to heat stress are active research areas, and the molecular approaches are being adopted for developing HT tolerance in plants. This article reviews the recent findings on responses, adaptation, and tolerance to HT at the cellular, organellar, and whole plant levels and describes various approaches being taken to enhance thermotolerance in plants.",https://www.mdpi.com/1422-0067/14/5/9643/pdf?version=1403146315,
413,"F. Khan, Abu Bakar Siddique, S. Shabala, Meixue Zhou, Chenchen Zhao",Phosphorus Plays Key Roles in Regulating Plants’ Physiological Responses to Abiotic Stresses,2023,Plants,,https://www.semanticscholar.org/paper/a02ef4ba6f0ce5835cba3f96f46070966649b4c7,,541,2026-01-21 20:54:01,Review,10.3390/plants12152861,2223-7747,,12.0,,,,413,137.67,83,5,3,"Phosphorus (P), an essential macronutrient, plays a pivotal role in the growth and development of plants. However, the limited availability of phosphorus in soil presents significant challenges for crop productivity, especially when plants are subjected to abiotic stresses such as drought, salinity and extreme temperatures. Unraveling the intricate mechanisms through which phosphorus participates in the physiological responses of plants to abiotic stresses is essential to ensure the sustainability of agricultural production systems. This review aims to analyze the influence of phosphorus supply on various aspects of plant growth and plant development under hostile environmental conditions, with a special emphasis on stomatal development and operation. Furthermore, we discuss recently discovered genes associated with P-dependent stress regulation and evaluate the feasibility of implementing P-based agricultural practices to mitigate the adverse effects of abiotic stress. Our objective is to provide molecular and physiological insights into the role of P in regulating plants’ tolerance to abiotic stresses, underscoring the significance of efficient P use strategies for agricultural sustainability. The potential benefits and limitations of P-based strategies and future research directions are also discussed.",https://www.mdpi.com/2223-7747/12/15/2861/pdf?version=1691062406,
